split,n_train_records,n_test_records,n_excluded_records,test_drug_same_in_train_frac,test_scaffold_same_in_train_frac,test_cell_same_in_train_frac,test_drug_cell_pair_same_in_train_frac,unique_test_drug_overlap_frac,unique_test_scaffold_overlap_frac,unique_test_cell_overlap_frac,unique_test_pair_overlap_frac,n_unique_test_drugs,n_unique_test_scaffolds,n_unique_test_cells,n_unique_test_pairs,seed,dataset,n_train,n_test,n_excluded,same_drug_in_train,same_scaffold_in_train,same_cell_in_train,same_drug_cell_in_train,same_drug_overlap,same_scaffold_overlap,same_cell_line_overlap,same_drug_dose_overlap,same_drug_cell_line_dose_overlap,same_numeric_dose_overlap,split_type,model_name,status,n_heldout_moa,n_test_drugs,n_test_scaffolds,same_moa_in_train
,,,,,,,,,,,,,,,,29,sciplex3_24h_top2000,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,30,sciplex3_24h_top2000,,,,,,,,1.0,1.0,1.0,0.9710843373493976,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,30,sciplex3_24h_top2000,,,,,,,,1.0,1.0,0.0,0.9972862957937584,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,30,sciplex3_24h_top2000,,,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
,,,,,,,,,,,,,,,,30,sciplex3_24h_top2000,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,,transigen_adapted_sciplex3,completed,,,,
split_moa_heldout,,,,,,,,,,,,,,,,1,openproblems_neurips2023,441.0,104.0,,0.0,0.0,,,,,,,,,moa_heldout,,,19.0,26.0,23.0,0.0
split_moa_heldout,,,,,,,,,,,,,,,,2,openproblems_neurips2023,429.0,116.0,,0.0,0.0,,,,,,,,,moa_heldout,,,19.0,30.0,30.0,0.0
split_moa_heldout,,,,,,,,,,,,,,,,3,openproblems_neurips2023,437.0,108.0,,0.0,0.0,,,,,,,,,moa_heldout,,,19.0,27.0,27.0,0.0
split_moa_heldout,,,,,,,,,,,,,,,,4,openproblems_neurips2023,455.0,90.0,,0.0,0.0444444444444444,,,,,,,,,moa_heldout,,,19.0,23.0,21.0,0.0
split_moa_heldout,,,,,,,,,,,,,,,,5,openproblems_neurips2023,439.0,106.0,,0.0,0.0,,,,,,,,,moa_heldout,,,19.0,27.0,27.0,0.0
split_moa_heldout,,,,,,,,,,,,,,,,6,openproblems_neurips2023,407.0,138.0,,0.0,0.0,,,,,,,,,moa_heldout,,,19.0,35.0,34.0,0.0
split_moa_heldout,,,,,,,,,,,,,,,,7,openproblems_neurips2023,451.0,94.0,,0.0,0.0,,,,,,,,,moa_heldout,,,19.0,24.0,24.0,0.0
split_moa_heldout,,,,,,,,,,,,,,,,8,openproblems_neurips2023,446.0,99.0,,0.0,0.0404040404040404,,,,,,,,,moa_heldout,,,19.0,25.0,24.0,0.0
split_moa_heldout,,,,,,,,,,,,,,,,9,openproblems_neurips2023,431.0,114.0,,0.0,0.0,,,,,,,,,moa_heldout,,,19.0,29.0,29.0,0.0
split_moa_heldout,,,,,,,,,,,,,,,,10,openproblems_neurips2023,427.0,118.0,,0.0,0.0338983050847457,,,,,,,,,moa_heldout,,,19.0,30.0,30.0,0.0
split_moa_heldout,,,,,,,,,,,,,,,,11,openproblems_neurips2023,452.0,93.0,,0.0,0.043010752688172,,,,,,,,,moa_heldout,,,19.0,24.0,23.0,0.0
split_moa_heldout,,,,,,,,,,,,,,,,12,openproblems_neurips2023,438.0,107.0,,0.0,0.0747663551401869,,,,,,,,,moa_heldout,,,19.0,27.0,26.0,0.0
split_moa_heldout,,,,,,,,,,,,,,,,13,openproblems_neurips2023,427.0,118.0,,0.0,0.0338983050847457,,,,,,,,,moa_heldout,,,19.0,30.0,30.0,0.0
split_moa_heldout,,,,,,,,,,,,,,,,14,openproblems_neurips2023,409.0,136.0,,0.0,0.0,,,,,,,,,moa_heldout,,,19.0,35.0,34.0,0.0
split_moa_heldout,,,,,,,,,,,,,,,,15,openproblems_neurips2023,449.0,96.0,,0.0,0.0833333333333333,,,,,,,,,moa_heldout,,,19.0,24.0,23.0,0.0
split_moa_heldout,,,,,,,,,,,,,,,,16,openproblems_neurips2023,432.0,113.0,,0.0,0.0,,,,,,,,,moa_heldout,,,19.0,29.0,28.0,0.0
split_moa_heldout,,,,,,,,,,,,,,,,17,openproblems_neurips2023,441.0,104.0,,0.0,0.0384615384615384,,,,,,,,,moa_heldout,,,19.0,26.0,25.0,0.0
split_moa_heldout,,,,,,,,,,,,,,,,18,openproblems_neurips2023,446.0,99.0,,0.0,0.0404040404040404,,,,,,,,,moa_heldout,,,19.0,25.0,25.0,0.0
split_moa_heldout,,,,,,,,,,,,,,,,19,openproblems_neurips2023,411.0,134.0,,0.0,0.0,,,,,,,,,moa_heldout,,,19.0,34.0,33.0,0.0
split_moa_heldout,,,,,,,,,,,,,,,,20,openproblems_neurips2023,451.0,94.0,,0.0,0.0425531914893617,,,,,,,,,moa_heldout,,,19.0,24.0,23.0,0.0
split_moa_heldout,,,,,,,,,,,,,,,,21,openproblems_neurips2023,423.0,122.0,,0.0,0.0327868852459016,,,,,,,,,moa_heldout,,,19.0,31.0,29.0,0.0
split_moa_heldout,,,,,,,,,,,,,,,,22,openproblems_neurips2023,463.0,82.0,,0.0,0.0,,,,,,,,,moa_heldout,,,19.0,21.0,20.0,0.0
split_moa_heldout,,,,,,,,,,,,,,,,23,openproblems_neurips2023,441.0,104.0,,0.0,0.0384615384615384,,,,,,,,,moa_heldout,,,19.0,26.0,25.0,0.0
split_moa_heldout,,,,,,,,,,,,,,,,24,openproblems_neurips2023,419.0,126.0,,0.0,0.0,,,,,,,,,moa_heldout,,,19.0,32.0,32.0,0.0
split_moa_heldout,,,,,,,,,,,,,,,,25,openproblems_neurips2023,445.0,100.0,,0.0,0.04,,,,,,,,,moa_heldout,,,19.0,25.0,23.0,0.0
split_moa_heldout,,,,,,,,,,,,,,,,26,openproblems_neurips2023,466.0,79.0,,0.0,0.050632911392405,,,,,,,,,moa_heldout,,,19.0,20.0,19.0,0.0
split_moa_heldout,,,,,,,,,,,,,,,,27,openproblems_neurips2023,454.0,91.0,,0.0,0.0,,,,,,,,,moa_heldout,,,19.0,23.0,23.0,0.0
split_moa_heldout,,,,,,,,,,,,,,,,28,openproblems_neurips2023,372.0,173.0,,0.0,0.0231213872832369,,,,,,,,,moa_heldout,,,19.0,44.0,43.0,0.0
split_moa_heldout,,,,,,,,,,,,,,,,29,openproblems_neurips2023,445.0,100.0,,0.0,0.0,,,,,,,,,moa_heldout,,,19.0,25.0,25.0,0.0
split_moa_heldout,,,,,,,,,,,,,,,,30,openproblems_neurips2023,404.0,141.0,,0.0,0.0567375886524822,,,,,,,,,moa_heldout,,,19.0,36.0,35.0,0.0
split_moa_heldout,,,,,,,,,,,,,,,,31,openproblems_neurips2023,449.0,96.0,,0.0,0.0416666666666666,,,,,,,,,moa_heldout,,,19.0,24.0,22.0,0.0
split_moa_heldout,,,,,,,,,,,,,,,,32,openproblems_neurips2023,404.0,141.0,,0.0,0.0283687943262411,,,,,,,,,moa_heldout,,,19.0,36.0,36.0,0.0
split_moa_heldout,,,,,,,,,,,,,,,,33,openproblems_neurips2023,399.0,146.0,,0.0,0.0273972602739726,,,,,,,,,moa_heldout,,,19.0,37.0,37.0,0.0
split_moa_heldout,,,,,,,,,,,,,,,,34,openproblems_neurips2023,426.0,119.0,,0.0,0.0,,,,,,,,,moa_heldout,,,19.0,31.0,31.0,0.0
split_moa_heldout,,,,,,,,,,,,,,,,35,openproblems_neurips2023,466.0,79.0,,0.0,0.050632911392405,,,,,,,,,moa_heldout,,,19.0,20.0,20.0,0.0
split_moa_heldout,,,,,,,,,,,,,,,,36,openproblems_neurips2023,440.0,105.0,,0.0,0.0380952380952381,,,,,,,,,moa_heldout,,,19.0,27.0,26.0,0.0
split_moa_heldout,,,,,,,,,,,,,,,,37,openproblems_neurips2023,434.0,111.0,,0.0,0.0,,,,,,,,,moa_heldout,,,19.0,28.0,27.0,0.0
split_moa_heldout,,,,,,,,,,,,,,,,38,openproblems_neurips2023,464.0,81.0,,0.0,0.0493827160493827,,,,,,,,,moa_heldout,,,19.0,21.0,21.0,0.0
split_moa_heldout,,,,,,,,,,,,,,,,39,openproblems_neurips2023,442.0,103.0,,0.0,0.0,,,,,,,,,moa_heldout,,,19.0,26.0,26.0,0.0
split_moa_heldout,,,,,,,,,,,,,,,,40,openproblems_neurips2023,434.0,111.0,,0.0,0.036036036036036,,,,,,,,,moa_heldout,,,19.0,28.0,28.0,0.0
split_moa_heldout,,,,,,,,,,,,,,,,41,openproblems_neurips2023,397.0,148.0,,0.0,0.0,,,,,,,,,moa_heldout,,,19.0,38.0,38.0,0.0
split_moa_heldout,,,,,,,,,,,,,,,,42,openproblems_neurips2023,396.0,149.0,,0.0,0.0,,,,,,,,,moa_heldout,,,19.0,38.0,38.0,0.0
split_moa_heldout,,,,,,,,,,,,,,,,43,openproblems_neurips2023,449.0,96.0,,0.0,0.0,,,,,,,,,moa_heldout,,,19.0,24.0,24.0,0.0
split_moa_heldout,,,,,,,,,,,,,,,,44,openproblems_neurips2023,437.0,108.0,,0.0,0.074074074074074,,,,,,,,,moa_heldout,,,19.0,27.0,26.0,0.0
split_moa_heldout,,,,,,,,,,,,,,,,45,openproblems_neurips2023,433.0,112.0,,0.0,0.0,,,,,,,,,moa_heldout,,,19.0,28.0,27.0,0.0
split_moa_heldout,,,,,,,,,,,,,,,,46,openproblems_neurips2023,389.0,156.0,,0.0,0.0,,,,,,,,,moa_heldout,,,19.0,40.0,39.0,0.0
split_moa_heldout,,,,,,,,,,,,,,,,47,openproblems_neurips2023,438.0,107.0,,0.0,0.0373831775700934,,,,,,,,,moa_heldout,,,19.0,27.0,26.0,0.0
split_moa_heldout,,,,,,,,,,,,,,,,48,openproblems_neurips2023,430.0,115.0,,0.0,0.0347826086956521,,,,,,,,,moa_heldout,,,19.0,29.0,28.0,0.0
split_moa_heldout,,,,,,,,,,,,,,,,49,openproblems_neurips2023,438.0,107.0,,0.0,0.0373831775700934,,,,,,,,,moa_heldout,,,19.0,27.0,27.0,0.0
split_moa_heldout,,,,,,,,,,,,,,,,50,openproblems_neurips2023,437.0,108.0,,0.0,0.037037037037037,,,,,,,,,moa_heldout,,,19.0,27.0,26.0,0.0
split_moa_heldout,,,,,,,,,,,,,,,,51,openproblems_neurips2023,423.0,122.0,,0.0,0.0,,,,,,,,,moa_heldout,,,19.0,31.0,31.0,0.0
split_moa_heldout,,,,,,,,,,,,,,,,52,openproblems_neurips2023,430.0,115.0,,0.0,0.0347826086956521,,,,,,,,,moa_heldout,,,19.0,29.0,29.0,0.0
split_moa_heldout,,,,,,,,,,,,,,,,53,openproblems_neurips2023,449.0,96.0,,0.0,0.0,,,,,,,,,moa_heldout,,,19.0,24.0,22.0,0.0
split_moa_heldout,,,,,,,,,,,,,,,,54,openproblems_neurips2023,429.0,116.0,,0.0,0.0344827586206896,,,,,,,,,moa_heldout,,,19.0,29.0,29.0,0.0
split_moa_heldout,,,,,,,,,,,,,,,,55,openproblems_neurips2023,464.0,81.0,,0.0,0.0493827160493827,,,,,,,,,moa_heldout,,,19.0,21.0,20.0,0.0
split_moa_heldout,,,,,,,,,,,,,,,,56,openproblems_neurips2023,441.0,104.0,,0.0,0.0769230769230769,,,,,,,,,moa_heldout,,,19.0,26.0,25.0,0.0
split_moa_heldout,,,,,,,,,,,,,,,,57,openproblems_neurips2023,421.0,124.0,,0.0,0.032258064516129,,,,,,,,,moa_heldout,,,19.0,31.0,30.0,0.0
split_moa_heldout,,,,,,,,,,,,,,,,58,openproblems_neurips2023,430.0,115.0,,0.0,0.0347826086956521,,,,,,,,,moa_heldout,,,19.0,29.0,27.0,0.0
split_moa_heldout,,,,,,,,,,,,,,,,59,openproblems_neurips2023,404.0,141.0,,0.0,0.0567375886524822,,,,,,,,,moa_heldout,,,19.0,36.0,35.0,0.0
split_moa_heldout,,,,,,,,,,,,,,,,60,openproblems_neurips2023,455.0,90.0,,0.0,0.0,,,,,,,,,moa_heldout,,,19.0,23.0,23.0,0.0
split_moa_heldout,,,,,,,,,,,,,,,,61,openproblems_neurips2023,443.0,102.0,,0.0,0.0392156862745098,,,,,,,,,moa_heldout,,,19.0,26.0,26.0,0.0
split_moa_heldout,,,,,,,,,,,,,,,,62,openproblems_neurips2023,445.0,100.0,,0.0,0.0,,,,,,,,,moa_heldout,,,19.0,25.0,25.0,0.0
split_moa_heldout,,,,,,,,,,,,,,,,63,openproblems_neurips2023,401.0,144.0,,0.0,0.0,,,,,,,,,moa_heldout,,,19.0,37.0,37.0,0.0
split_moa_heldout,,,,,,,,,,,,,,,,64,openproblems_neurips2023,442.0,103.0,,0.0,0.0,,,,,,,,,moa_heldout,,,19.0,26.0,26.0,0.0
split_moa_heldout,,,,,,,,,,,,,,,,65,openproblems_neurips2023,441.0,104.0,,0.0,0.0384615384615384,,,,,,,,,moa_heldout,,,19.0,26.0,26.0,0.0
split_moa_heldout,,,,,,,,,,,,,,,,66,openproblems_neurips2023,437.0,108.0,,0.0,0.074074074074074,,,,,,,,,moa_heldout,,,19.0,27.0,26.0,0.0
split_moa_heldout,,,,,,,,,,,,,,,,67,openproblems_neurips2023,456.0,89.0,,0.0,0.0449438202247191,,,,,,,,,moa_heldout,,,19.0,23.0,22.0,0.0
split_moa_heldout,,,,,,,,,,,,,,,,68,openproblems_neurips2023,449.0,96.0,,0.0,0.0,,,,,,,,,moa_heldout,,,19.0,24.0,22.0,0.0
split_moa_heldout,,,,,,,,,,,,,,,,69,openproblems_neurips2023,446.0,99.0,,0.0,0.0404040404040404,,,,,,,,,moa_heldout,,,19.0,25.0,24.0,0.0
split_moa_heldout,,,,,,,,,,,,,,,,70,openproblems_neurips2023,447.0,98.0,,0.0,0.0816326530612244,,,,,,,,,moa_heldout,,,19.0,25.0,24.0,0.0
split_moa_heldout,,,,,,,,,,,,,,,,71,openproblems_neurips2023,431.0,114.0,,0.0,0.0350877192982456,,,,,,,,,moa_heldout,,,19.0,29.0,28.0,0.0
split_moa_heldout,,,,,,,,,,,,,,,,72,openproblems_neurips2023,450.0,95.0,,0.0,0.0842105263157894,,,,,,,,,moa_heldout,,,19.0,24.0,23.0,0.0
split_moa_heldout,,,,,,,,,,,,,,,,73,openproblems_neurips2023,420.0,125.0,,0.0,0.0,,,,,,,,,moa_heldout,,,19.0,32.0,31.0,0.0
split_moa_heldout,,,,,,,,,,,,,,,,74,openproblems_neurips2023,417.0,128.0,,0.0,0.03125,,,,,,,,,moa_heldout,,,19.0,33.0,33.0,0.0
split_moa_heldout,,,,,,,,,,,,,,,,75,openproblems_neurips2023,446.0,99.0,,0.0,0.0,,,,,,,,,moa_heldout,,,19.0,25.0,25.0,0.0
split_moa_heldout,,,,,,,,,,,,,,,,76,openproblems_neurips2023,445.0,100.0,,0.0,0.0,,,,,,,,,moa_heldout,,,19.0,25.0,25.0,0.0
split_moa_heldout,,,,,,,,,,,,,,,,77,openproblems_neurips2023,427.0,118.0,,0.0,0.0338983050847457,,,,,,,,,moa_heldout,,,19.0,30.0,29.0,0.0
split_moa_heldout,,,,,,,,,,,,,,,,78,openproblems_neurips2023,449.0,96.0,,0.0,0.0,,,,,,,,,moa_heldout,,,19.0,24.0,24.0,0.0
split_moa_heldout,,,,,,,,,,,,,,,,79,openproblems_neurips2023,462.0,83.0,,0.0,0.0,,,,,,,,,moa_heldout,,,19.0,21.0,21.0,0.0
split_moa_heldout,,,,,,,,,,,,,,,,80,openproblems_neurips2023,383.0,162.0,,0.0,0.0246913580246913,,,,,,,,,moa_heldout,,,19.0,41.0,41.0,0.0
split_moa_heldout,,,,,,,,,,,,,,,,81,openproblems_neurips2023,445.0,100.0,,0.0,0.04,,,,,,,,,moa_heldout,,,19.0,25.0,24.0,0.0
split_moa_heldout,,,,,,,,,,,,,,,,82,openproblems_neurips2023,443.0,102.0,,0.0,0.0392156862745098,,,,,,,,,moa_heldout,,,19.0,26.0,26.0,0.0
split_moa_heldout,,,,,,,,,,,,,,,,83,openproblems_neurips2023,458.0,87.0,,0.0,0.0,,,,,,,,,moa_heldout,,,19.0,22.0,21.0,0.0
split_moa_heldout,,,,,,,,,,,,,,,,84,openproblems_neurips2023,434.0,111.0,,0.0,0.036036036036036,,,,,,,,,moa_heldout,,,19.0,28.0,27.0,0.0
split_moa_heldout,,,,,,,,,,,,,,,,85,openproblems_neurips2023,457.0,88.0,,0.0,0.0,,,,,,,,,moa_heldout,,,19.0,22.0,21.0,0.0
split_moa_heldout,,,,,,,,,,,,,,,,86,openproblems_neurips2023,388.0,157.0,,0.0,0.0509554140127388,,,,,,,,,moa_heldout,,,19.0,40.0,39.0,0.0
split_moa_heldout,,,,,,,,,,,,,,,,87,openproblems_neurips2023,439.0,106.0,,0.0,0.0,,,,,,,,,moa_heldout,,,19.0,27.0,27.0,0.0
split_moa_heldout,,,,,,,,,,,,,,,,88,openproblems_neurips2023,446.0,99.0,,0.0,0.0,,,,,,,,,moa_heldout,,,19.0,25.0,24.0,0.0
split_moa_heldout,,,,,,,,,,,,,,,,89,openproblems_neurips2023,441.0,104.0,,0.0,0.0769230769230769,,,,,,,,,moa_heldout,,,19.0,26.0,25.0,0.0
split_moa_heldout,,,,,,,,,,,,,,,,90,openproblems_neurips2023,419.0,126.0,,0.0,0.0634920634920634,,,,,,,,,moa_heldout,,,19.0,32.0,31.0,0.0
split_moa_heldout,,,,,,,,,,,,,,,,91,openproblems_neurips2023,422.0,123.0,,0.0,0.0,,,,,,,,,moa_heldout,,,19.0,31.0,31.0,0.0
split_moa_heldout,,,,,,,,,,,,,,,,92,openproblems_neurips2023,452.0,93.0,,0.0,0.043010752688172,,,,,,,,,moa_heldout,,,19.0,24.0,24.0,0.0
split_moa_heldout,,,,,,,,,,,,,,,,93,openproblems_neurips2023,446.0,99.0,,0.0,0.0,,,,,,,,,moa_heldout,,,19.0,25.0,25.0,0.0
split_moa_heldout,,,,,,,,,,,,,,,,94,openproblems_neurips2023,439.0,106.0,,0.0,0.0,,,,,,,,,moa_heldout,,,19.0,27.0,24.0,0.0
split_moa_heldout,,,,,,,,,,,,,,,,95,openproblems_neurips2023,426.0,119.0,,0.0,0.0,,,,,,,,,moa_heldout,,,19.0,30.0,29.0,0.0
split_moa_heldout,,,,,,,,,,,,,,,,96,openproblems_neurips2023,400.0,145.0,,0.0,0.0275862068965517,,,,,,,,,moa_heldout,,,19.0,37.0,35.0,0.0
split_moa_heldout,,,,,,,,,,,,,,,,97,openproblems_neurips2023,443.0,102.0,,0.0,0.0,,,,,,,,,moa_heldout,,,19.0,26.0,26.0,0.0
split_moa_heldout,,,,,,,,,,,,,,,,98,openproblems_neurips2023,407.0,138.0,,0.0,0.0,,,,,,,,,moa_heldout,,,19.0,35.0,35.0,0.0
split_moa_heldout,,,,,,,,,,,,,,,,99,openproblems_neurips2023,435.0,110.0,,0.0,0.0363636363636363,,,,,,,,,moa_heldout,,,19.0,28.0,28.0,0.0
split_moa_heldout,,,,,,,,,,,,,,,,100,openproblems_neurips2023,441.0,104.0,,0.0,0.0384615384615384,,,,,,,,,moa_heldout,,,19.0,26.0,25.0,0.0
