split,n_train_records,n_test_records,n_excluded_records,test_drug_same_in_train_frac,test_scaffold_same_in_train_frac,test_cell_same_in_train_frac,test_drug_cell_pair_same_in_train_frac,unique_test_drug_overlap_frac,unique_test_scaffold_overlap_frac,unique_test_cell_overlap_frac,unique_test_pair_overlap_frac,n_unique_test_drugs,n_unique_test_scaffolds,n_unique_test_cells,n_unique_test_pairs,seed,dataset,n_train,n_test,n_excluded,same_drug_in_train,same_scaffold_in_train,same_cell_in_train,same_drug_cell_in_train,same_drug_overlap,same_scaffold_overlap,same_cell_line_overlap,same_drug_dose_overlap,same_drug_cell_line_dose_overlap,same_numeric_dose_overlap,split_type,model_name,status,n_heldout_moa,n_test_drugs,n_test_scaffolds,same_moa_in_train
split_cell_scaffold_heldout,336.0,27.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0,1.0,27.0,57,openproblems_neurips2023,,,,,,,,,,,,,,joint_cell_scaffold_heldout,,,,,,
split_random,440.0,113.0,0.0,1.0,0.9823008849557522,1.0,0.0,1.0,1.0,1.0,0.0,82.0,80.0,4.0,113.0,58,openproblems_neurips2023,,,,,,,,,,,,,,random,,,,,,
split_cell_heldout,414.0,139.0,0.0,1.0,0.9856115107913668,0.0,0.0,1.0,1.0,0.0,0.0,139.0,135.0,1.0,139.0,58,openproblems_neurips2023,,,,,,,,,,,,,,cell_heldout,,,,,,
split_scaffold_heldout,446.0,107.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,27.0,27.0,4.0,107.0,58,openproblems_neurips2023,,,,,,,,,,,,,,scaffold_heldout,,,,,,
split_cell_scaffold_heldout,334.0,27.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0,1.0,27.0,58,openproblems_neurips2023,,,,,,,,,,,,,,joint_cell_scaffold_heldout,,,,,,
split_random,431.0,122.0,0.0,0.9672131147540984,0.9508196721311476,1.0,0.0,0.9887640449438202,0.9885057471264368,1.0,0.0,89.0,87.0,4.0,122.0,59,openproblems_neurips2023,,,,,,,,,,,,,,random,,,,,,
split_cell_heldout,413.0,140.0,0.0,1.0,0.9857142857142858,0.0,0.0,1.0,1.0,0.0,0.0,140.0,136.0,1.0,140.0,59,openproblems_neurips2023,,,,,,,,,,,,,,cell_heldout,,,,,,
split_scaffold_heldout,446.0,107.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,27.0,27.0,4.0,107.0,59,openproblems_neurips2023,,,,,,,,,,,,,,scaffold_heldout,,,,,,
split_cell_scaffold_heldout,333.0,27.0,193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0,1.0,27.0,59,openproblems_neurips2023,,,,,,,,,,,,,,joint_cell_scaffold_heldout,,,,,,
split_random,440.0,113.0,0.0,1.0,0.9823008849557522,1.0,0.0,1.0,1.0,1.0,0.0,85.0,83.0,4.0,113.0,60,openproblems_neurips2023,,,,,,,,,,,,,,random,,,,,,
split_cell_heldout,413.0,140.0,0.0,1.0,0.9857142857142858,0.0,0.0,1.0,1.0,0.0,0.0,140.0,136.0,1.0,140.0,60,openproblems_neurips2023,,,,,,,,,,,,,,cell_heldout,,,,,,
split_scaffold_heldout,445.0,108.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,27.0,27.0,4.0,108.0,60,openproblems_neurips2023,,,,,,,,,,,,,,scaffold_heldout,,,,,,
split_cell_scaffold_heldout,332.0,27.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0,1.0,27.0,60,openproblems_neurips2023,,,,,,,,,,,,,,joint_cell_scaffold_heldout,,,,,,
split_random,450.0,103.0,0.0,1.0,0.9805825242718448,1.0,0.0,1.0,1.0,1.0,0.0,79.0,75.0,4.0,103.0,61,openproblems_neurips2023,,,,,,,,,,,,,,random,,,,,,
split_cell_heldout,414.0,139.0,0.0,1.0,0.9856115107913668,0.0,0.0,1.0,1.0,0.0,0.0,139.0,135.0,1.0,139.0,61,openproblems_neurips2023,,,,,,,,,,,,,,cell_heldout,,,,,,
split_scaffold_heldout,445.0,108.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,27.0,27.0,4.0,108.0,61,openproblems_neurips2023,,,,,,,,,,,,,,scaffold_heldout,,,,,,
split_cell_scaffold_heldout,333.0,27.0,193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0,1.0,27.0,61,openproblems_neurips2023,,,,,,,,,,,,,,joint_cell_scaffold_heldout,,,,,,
split_random,439.0,114.0,0.0,1.0,0.9912280701754386,1.0,0.0,1.0,1.0,1.0,0.0,85.0,83.0,4.0,114.0,62,openproblems_neurips2023,,,,,,,,,,,,,,random,,,,,,
split_cell_heldout,414.0,139.0,0.0,1.0,0.9856115107913668,0.0,0.0,1.0,1.0,0.0,0.0,139.0,135.0,1.0,139.0,62,openproblems_neurips2023,,,,,,,,,,,,,,cell_heldout,,,,,,
split_scaffold_heldout,443.0,110.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,28.0,27.0,4.0,110.0,62,openproblems_neurips2023,,,,,,,,,,,,,,scaffold_heldout,,,,,,
split_cell_scaffold_heldout,332.0,28.0,193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,27.0,1.0,28.0,62,openproblems_neurips2023,,,,,,,,,,,,,,joint_cell_scaffold_heldout,,,,,,
split_random,449.0,104.0,0.0,0.9615384615384616,0.9519230769230768,1.0,0.0,0.987012987012987,0.986842105263158,1.0,0.0,77.0,76.0,4.0,104.0,63,openproblems_neurips2023,,,,,,,,,,,,,,random,,,,,,
split_cell_heldout,414.0,139.0,0.0,1.0,0.9856115107913668,0.0,0.0,1.0,1.0,0.0,0.0,139.0,135.0,1.0,139.0,63,openproblems_neurips2023,,,,,,,,,,,,,,cell_heldout,,,,,,
split_scaffold_heldout,442.0,111.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,28.0,27.0,4.0,111.0,63,openproblems_neurips2023,,,,,,,,,,,,,,scaffold_heldout,,,,,,
split_cell_scaffold_heldout,331.0,28.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,27.0,1.0,28.0,63,openproblems_neurips2023,,,,,,,,,,,,,,joint_cell_scaffold_heldout,,,,,,
split_random,442.0,111.0,0.0,1.0,0.990990990990991,1.0,0.0,1.0,1.0,1.0,0.0,76.0,75.0,4.0,111.0,64,openproblems_neurips2023,,,,,,,,,,,,,,random,,,,,,
split_cell_heldout,413.0,140.0,0.0,1.0,0.9857142857142858,0.0,0.0,1.0,1.0,0.0,0.0,140.0,136.0,1.0,140.0,64,openproblems_neurips2023,,,,,,,,,,,,,,cell_heldout,,,,,,
split_scaffold_heldout,443.0,110.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,28.0,27.0,4.0,110.0,64,openproblems_neurips2023,,,,,,,,,,,,,,scaffold_heldout,,,,,,
split_cell_scaffold_heldout,331.0,28.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,27.0,1.0,28.0,64,openproblems_neurips2023,,,,,,,,,,,,,,joint_cell_scaffold_heldout,,,,,,
split_random,450.0,103.0,0.0,1.0,0.9805825242718448,1.0,0.0,1.0,1.0,1.0,0.0,74.0,72.0,4.0,103.0,65,openproblems_neurips2023,,,,,,,,,,,,,,random,,,,,,
split_cell_heldout,414.0,139.0,0.0,1.0,0.9856115107913668,0.0,0.0,1.0,1.0,0.0,0.0,139.0,135.0,1.0,139.0,65,openproblems_neurips2023,,,,,,,,,,,,,,cell_heldout,,,,,,
split_scaffold_heldout,442.0,111.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,28.0,27.0,4.0,111.0,65,openproblems_neurips2023,,,,,,,,,,,,,,scaffold_heldout,,,,,,
split_cell_scaffold_heldout,331.0,28.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,27.0,1.0,28.0,65,openproblems_neurips2023,,,,,,,,,,,,,,joint_cell_scaffold_heldout,,,,,,
split_random,437.0,116.0,0.0,1.0,0.9827586206896552,1.0,0.0,1.0,1.0,1.0,0.0,83.0,81.0,4.0,116.0,66,openproblems_neurips2023,,,,,,,,,,,,,,random,,,,,,
split_cell_heldout,418.0,135.0,0.0,1.0,0.9851851851851852,0.0,0.0,1.0,1.0,0.0,0.0,135.0,131.0,1.0,135.0,66,openproblems_neurips2023,,,,,,,,,,,,,,cell_heldout,,,,,,
split_scaffold_heldout,448.0,105.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,27.0,27.0,4.0,105.0,66,openproblems_neurips2023,,,,,,,,,,,,,,scaffold_heldout,,,,,,
split_cell_scaffold_heldout,338.0,25.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,1.0,25.0,66,openproblems_neurips2023,,,,,,,,,,,,,,joint_cell_scaffold_heldout,,,,,,
split_random,451.0,102.0,0.0,1.0,0.9607843137254902,1.0,0.0,1.0,1.0,1.0,0.0,75.0,73.0,4.0,102.0,67,openproblems_neurips2023,,,,,,,,,,,,,,random,,,,,,
split_cell_heldout,414.0,139.0,0.0,1.0,0.9856115107913668,0.0,0.0,1.0,1.0,0.0,0.0,139.0,135.0,1.0,139.0,67,openproblems_neurips2023,,,,,,,,,,,,,,cell_heldout,,,,,,
split_scaffold_heldout,448.0,105.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,27.0,27.0,4.0,105.0,67,openproblems_neurips2023,,,,,,,,,,,,,,scaffold_heldout,,,,,,
split_cell_scaffold_heldout,336.0,27.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0,1.0,27.0,67,openproblems_neurips2023,,,,,,,,,,,,,,joint_cell_scaffold_heldout,,,,,,
split_random,437.0,116.0,0.0,1.0,0.9827586206896552,1.0,0.0,1.0,1.0,1.0,0.0,86.0,84.0,4.0,116.0,68,openproblems_neurips2023,,,,,,,,,,,,,,random,,,,,,
split_cell_heldout,414.0,139.0,0.0,1.0,0.9856115107913668,0.0,0.0,1.0,1.0,0.0,0.0,139.0,135.0,1.0,139.0,68,openproblems_neurips2023,,,,,,,,,,,,,,cell_heldout,,,,,,
split_scaffold_heldout,445.0,108.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,27.0,27.0,4.0,108.0,68,openproblems_neurips2023,,,,,,,,,,,,,,scaffold_heldout,,,,,,
split_cell_scaffold_heldout,333.0,27.0,193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0,1.0,27.0,68,openproblems_neurips2023,,,,,,,,,,,,,,joint_cell_scaffold_heldout,,,,,,
split_random,441.0,112.0,0.0,1.0,0.9910714285714286,1.0,0.0,1.0,1.0,1.0,0.0,85.0,83.0,4.0,112.0,69,openproblems_neurips2023,,,,,,,,,,,,,,random,,,,,,
split_cell_heldout,418.0,135.0,0.0,1.0,0.9851851851851852,0.0,0.0,1.0,1.0,0.0,0.0,135.0,131.0,1.0,135.0,69,openproblems_neurips2023,,,,,,,,,,,,,,cell_heldout,,,,,,
split_scaffold_heldout,443.0,110.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,28.0,27.0,4.0,110.0,69,openproblems_neurips2023,,,,,,,,,,,,,,scaffold_heldout,,,,,,
split_cell_scaffold_heldout,335.0,27.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,26.0,1.0,27.0,69,openproblems_neurips2023,,,,,,,,,,,,,,joint_cell_scaffold_heldout,,,,,,
split_random,449.0,104.0,0.0,0.9230769230769232,0.8846153846153846,1.0,0.0,0.975,0.9743589743589745,1.0,0.0,80.0,78.0,4.0,104.0,70,openproblems_neurips2023,,,,,,,,,,,,,,random,,,,,,
split_cell_heldout,414.0,139.0,0.0,1.0,0.9856115107913668,0.0,0.0,1.0,1.0,0.0,0.0,139.0,135.0,1.0,139.0,70,openproblems_neurips2023,,,,,,,,,,,,,,cell_heldout,,,,,,
split_scaffold_heldout,446.0,107.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,27.0,27.0,4.0,107.0,70,openproblems_neurips2023,,,,,,,,,,,,,,scaffold_heldout,,,,,,
split_cell_scaffold_heldout,334.0,27.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0,1.0,27.0,70,openproblems_neurips2023,,,,,,,,,,,,,,joint_cell_scaffold_heldout,,,,,,
split_random,439.0,114.0,0.0,1.0,0.9824561403508772,1.0,0.0,1.0,1.0,1.0,0.0,86.0,84.0,4.0,114.0,71,openproblems_neurips2023,,,,,,,,,,,,,,random,,,,,,
split_cell_heldout,414.0,139.0,0.0,1.0,0.9856115107913668,0.0,0.0,1.0,1.0,0.0,0.0,139.0,135.0,1.0,139.0,71,openproblems_neurips2023,,,,,,,,,,,,,,cell_heldout,,,,,,
split_scaffold_heldout,446.0,107.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,27.0,27.0,4.0,107.0,71,openproblems_neurips2023,,,,,,,,,,,,,,scaffold_heldout,,,,,,
split_cell_scaffold_heldout,334.0,27.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0,1.0,27.0,71,openproblems_neurips2023,,,,,,,,,,,,,,joint_cell_scaffold_heldout,,,,,,
split_random,440.0,113.0,0.0,1.0,0.991150442477876,1.0,0.0,1.0,1.0,1.0,0.0,88.0,87.0,4.0,113.0,72,openproblems_neurips2023,,,,,,,,,,,,,,random,,,,,,
split_cell_heldout,418.0,135.0,0.0,1.0,0.9851851851851852,0.0,0.0,1.0,1.0,0.0,0.0,135.0,131.0,1.0,135.0,72,openproblems_neurips2023,,,,,,,,,,,,,,cell_heldout,,,,,,
split_scaffold_heldout,445.0,108.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,27.0,27.0,4.0,108.0,72,openproblems_neurips2023,,,,,,,,,,,,,,scaffold_heldout,,,,,,
split_cell_scaffold_heldout,337.0,27.0,189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0,1.0,27.0,72,openproblems_neurips2023,,,,,,,,,,,,,,joint_cell_scaffold_heldout,,,,,,
split_random,447.0,106.0,0.0,1.0,0.9716981132075472,1.0,0.0,1.0,1.0,1.0,0.0,82.0,79.0,4.0,106.0,73,openproblems_neurips2023,,,,,,,,,,,,,,random,,,,,,
split_cell_heldout,413.0,140.0,0.0,1.0,0.9857142857142858,0.0,0.0,1.0,1.0,0.0,0.0,140.0,136.0,1.0,140.0,73,openproblems_neurips2023,,,,,,,,,,,,,,cell_heldout,,,,,,
split_scaffold_heldout,446.0,107.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,27.0,27.0,4.0,107.0,73,openproblems_neurips2023,,,,,,,,,,,,,,scaffold_heldout,,,,,,
split_cell_scaffold_heldout,333.0,27.0,193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0,1.0,27.0,73,openproblems_neurips2023,,,,,,,,,,,,,,joint_cell_scaffold_heldout,,,,,,
split_random,452.0,101.0,0.0,1.0,0.9801980198019802,1.0,0.0,1.0,1.0,1.0,0.0,77.0,76.0,4.0,101.0,74,openproblems_neurips2023,,,,,,,,,,,,,,random,,,,,,
split_cell_heldout,413.0,140.0,0.0,1.0,0.9857142857142858,0.0,0.0,1.0,1.0,0.0,0.0,140.0,136.0,1.0,140.0,74,openproblems_neurips2023,,,,,,,,,,,,,,cell_heldout,,,,,,
split_scaffold_heldout,446.0,107.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,27.0,27.0,4.0,107.0,74,openproblems_neurips2023,,,,,,,,,,,,,,scaffold_heldout,,,,,,
split_cell_scaffold_heldout,333.0,27.0,193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0,1.0,27.0,74,openproblems_neurips2023,,,,,,,,,,,,,,joint_cell_scaffold_heldout,,,,,,
split_random,456.0,97.0,0.0,1.0,0.9896907216494846,1.0,0.0,1.0,1.0,1.0,0.0,74.0,73.0,4.0,97.0,75,openproblems_neurips2023,,,,,,,,,,,,,,random,,,,,,
split_cell_heldout,414.0,139.0,0.0,1.0,0.9856115107913668,0.0,0.0,1.0,1.0,0.0,0.0,139.0,135.0,1.0,139.0,75,openproblems_neurips2023,,,,,,,,,,,,,,cell_heldout,,,,,,
split_scaffold_heldout,446.0,107.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,27.0,27.0,4.0,107.0,75,openproblems_neurips2023,,,,,,,,,,,,,,scaffold_heldout,,,,,,
split_cell_scaffold_heldout,334.0,27.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0,1.0,27.0,75,openproblems_neurips2023,,,,,,,,,,,,,,joint_cell_scaffold_heldout,,,,,,
split_random,433.0,120.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,88.0,87.0,4.0,120.0,76,openproblems_neurips2023,,,,,,,,,,,,,,random,,,,,,
split_cell_heldout,414.0,139.0,0.0,1.0,0.9856115107913668,0.0,0.0,1.0,1.0,0.0,0.0,139.0,135.0,1.0,139.0,76,openproblems_neurips2023,,,,,,,,,,,,,,cell_heldout,,,,,,
split_scaffold_heldout,445.0,108.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,27.0,27.0,4.0,108.0,76,openproblems_neurips2023,,,,,,,,,,,,,,scaffold_heldout,,,,,,
split_cell_scaffold_heldout,333.0,27.0,193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0,1.0,27.0,76,openproblems_neurips2023,,,,,,,,,,,,,,joint_cell_scaffold_heldout,,,,,,
split_random,433.0,120.0,0.0,0.9833333333333332,0.975,1.0,0.0,0.9882352941176472,0.9879518072289156,1.0,0.0,85.0,83.0,4.0,120.0,77,openproblems_neurips2023,,,,,,,,,,,,,,random,,,,,,
split_cell_heldout,414.0,139.0,0.0,1.0,0.9856115107913668,0.0,0.0,1.0,1.0,0.0,0.0,139.0,135.0,1.0,139.0,77,openproblems_neurips2023,,,,,,,,,,,,,,cell_heldout,,,,,,
split_scaffold_heldout,446.0,107.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,27.0,27.0,4.0,107.0,77,openproblems_neurips2023,,,,,,,,,,,,,,scaffold_heldout,,,,,,
split_cell_scaffold_heldout,334.0,27.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0,1.0,27.0,77,openproblems_neurips2023,,,,,,,,,,,,,,joint_cell_scaffold_heldout,,,,,,
split_random,452.0,101.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,75.0,73.0,4.0,101.0,78,openproblems_neurips2023,,,,,,,,,,,,,,random,,,,,,
split_cell_heldout,414.0,139.0,0.0,1.0,0.9856115107913668,0.0,0.0,1.0,1.0,0.0,0.0,139.0,135.0,1.0,139.0,78,openproblems_neurips2023,,,,,,,,,,,,,,cell_heldout,,,,,,
split_scaffold_heldout,446.0,107.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,27.0,27.0,4.0,107.0,78,openproblems_neurips2023,,,,,,,,,,,,,,scaffold_heldout,,,,,,
split_cell_scaffold_heldout,334.0,27.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0,1.0,27.0,78,openproblems_neurips2023,,,,,,,,,,,,,,joint_cell_scaffold_heldout,,,,,,
split_random,435.0,118.0,0.0,1.0,0.9830508474576272,1.0,0.0,1.0,1.0,1.0,0.0,85.0,82.0,4.0,118.0,79,openproblems_neurips2023,,,,,,,,,,,,,,random,,,,,,
split_cell_heldout,414.0,139.0,0.0,1.0,0.9856115107913668,0.0,0.0,1.0,1.0,0.0,0.0,139.0,135.0,1.0,139.0,79,openproblems_neurips2023,,,,,,,,,,,,,,cell_heldout,,,,,,
split_scaffold_heldout,446.0,107.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,27.0,27.0,4.0,107.0,79,openproblems_neurips2023,,,,,,,,,,,,,,scaffold_heldout,,,,,,
split_cell_scaffold_heldout,334.0,27.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0,1.0,27.0,79,openproblems_neurips2023,,,,,,,,,,,,,,joint_cell_scaffold_heldout,,,,,,
split_random,453.0,100.0,0.0,1.0,0.97,1.0,0.0,1.0,1.0,1.0,0.0,80.0,78.0,4.0,100.0,80,openproblems_neurips2023,,,,,,,,,,,,,,random,,,,,,
split_cell_heldout,414.0,139.0,0.0,1.0,0.9856115107913668,0.0,0.0,1.0,1.0,0.0,0.0,139.0,135.0,1.0,139.0,80,openproblems_neurips2023,,,,,,,,,,,,,,cell_heldout,,,,,,
split_scaffold_heldout,443.0,110.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,28.0,27.0,4.0,110.0,80,openproblems_neurips2023,,,,,,,,,,,,,,scaffold_heldout,,,,,,
split_cell_scaffold_heldout,332.0,28.0,193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,27.0,1.0,28.0,80,openproblems_neurips2023,,,,,,,,,,,,,,joint_cell_scaffold_heldout,,,,,,
split_random,435.0,118.0,0.0,1.0,0.9915254237288136,1.0,0.0,1.0,1.0,1.0,0.0,86.0,85.0,4.0,118.0,81,openproblems_neurips2023,,,,,,,,,,,,,,random,,,,,,
split_cell_heldout,418.0,135.0,0.0,1.0,0.9851851851851852,0.0,0.0,1.0,1.0,0.0,0.0,135.0,131.0,1.0,135.0,81,openproblems_neurips2023,,,,,,,,,,,,,,cell_heldout,,,,,,
split_scaffold_heldout,446.0,107.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,27.0,27.0,4.0,107.0,81,openproblems_neurips2023,,,,,,,,,,,,,,scaffold_heldout,,,,,,
split_cell_scaffold_heldout,337.0,26.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,26.0,1.0,26.0,81,openproblems_neurips2023,,,,,,,,,,,,,,joint_cell_scaffold_heldout,,,,,,
split_random,443.0,110.0,0.0,1.0,0.990909090909091,1.0,0.0,1.0,1.0,1.0,0.0,85.0,84.0,4.0,110.0,82,openproblems_neurips2023,,,,,,,,,,,,,,random,,,,,,
split_cell_heldout,418.0,135.0,0.0,1.0,0.9851851851851852,0.0,0.0,1.0,1.0,0.0,0.0,135.0,131.0,1.0,135.0,82,openproblems_neurips2023,,,,,,,,,,,,,,cell_heldout,,,,,,
split_scaffold_heldout,441.0,112.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,28.0,27.0,4.0,112.0,82,openproblems_neurips2023,,,,,,,,,,,,,,scaffold_heldout,,,,,,
split_cell_scaffold_heldout,334.0,28.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,27.0,1.0,28.0,82,openproblems_neurips2023,,,,,,,,,,,,,,joint_cell_scaffold_heldout,,,,,,
split_random,447.0,106.0,0.0,1.0,0.9905660377358492,1.0,0.0,1.0,1.0,1.0,0.0,84.0,82.0,4.0,106.0,83,openproblems_neurips2023,,,,,,,,,,,,,,random,,,,,,
split_cell_heldout,418.0,135.0,0.0,1.0,0.9851851851851852,0.0,0.0,1.0,1.0,0.0,0.0,135.0,131.0,1.0,135.0,83,openproblems_neurips2023,,,,,,,,,,,,,,cell_heldout,,,,,,
split_scaffold_heldout,437.0,116.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,29.0,27.0,4.0,116.0,83,openproblems_neurips2023,,,,,,,,,,,,,,scaffold_heldout,,,,,,
split_cell_scaffold_heldout,331.0,29.0,193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,27.0,1.0,29.0,83,openproblems_neurips2023,,,,,,,,,,,,,,joint_cell_scaffold_heldout,,,,,,
split_random,453.0,100.0,0.0,1.0,0.99,1.0,0.0,1.0,1.0,1.0,0.0,76.0,74.0,4.0,100.0,84,openproblems_neurips2023,,,,,,,,,,,,,,random,,,,,,
split_cell_heldout,414.0,139.0,0.0,1.0,0.9856115107913668,0.0,0.0,1.0,1.0,0.0,0.0,139.0,135.0,1.0,139.0,84,openproblems_neurips2023,,,,,,,,,,,,,,cell_heldout,,,,,,
split_scaffold_heldout,446.0,107.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,27.0,27.0,4.0,107.0,84,openproblems_neurips2023,,,,,,,,,,,,,,scaffold_heldout,,,,,,
split_cell_scaffold_heldout,334.0,27.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0,1.0,27.0,84,openproblems_neurips2023,,,,,,,,,,,,,,joint_cell_scaffold_heldout,,,,,,
split_random,456.0,97.0,0.0,0.9690721649484536,0.9587628865979382,1.0,0.0,0.987012987012987,0.986842105263158,1.0,0.0,77.0,76.0,4.0,97.0,85,openproblems_neurips2023,,,,,,,,,,,,,,random,,,,,,
split_cell_heldout,414.0,139.0,0.0,1.0,0.9856115107913668,0.0,0.0,1.0,1.0,0.0,0.0,139.0,135.0,1.0,139.0,85,openproblems_neurips2023,,,,,,,,,,,,,,cell_heldout,,,,,,
split_scaffold_heldout,445.0,108.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,27.0,27.0,4.0,108.0,85,openproblems_neurips2023,,,,,,,,,,,,,,scaffold_heldout,,,,,,
split_cell_scaffold_heldout,333.0,27.0,193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0,1.0,27.0,85,openproblems_neurips2023,,,,,,,,,,,,,,joint_cell_scaffold_heldout,,,,,,
split_random,438.0,115.0,0.0,1.0,0.982608695652174,1.0,0.0,1.0,1.0,1.0,0.0,80.0,77.0,4.0,115.0,86,openproblems_neurips2023,,,,,,,,,,,,,,random,,,,,,
split_cell_heldout,418.0,135.0,0.0,1.0,0.9851851851851852,0.0,0.0,1.0,1.0,0.0,0.0,135.0,131.0,1.0,135.0,86,openproblems_neurips2023,,,,,,,,,,,,,,cell_heldout,,,,,,
split_scaffold_heldout,446.0,107.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,27.0,27.0,4.0,107.0,86,openproblems_neurips2023,,,,,,,,,,,,,,scaffold_heldout,,,,,,
split_cell_scaffold_heldout,337.0,26.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,26.0,1.0,26.0,86,openproblems_neurips2023,,,,,,,,,,,,,,joint_cell_scaffold_heldout,,,,,,
split_random,424.0,129.0,0.0,1.0,0.992248062015504,1.0,0.0,1.0,1.0,1.0,0.0,91.0,89.0,4.0,129.0,87,openproblems_neurips2023,,,,,,,,,,,,,,random,,,,,,
split_cell_heldout,414.0,139.0,0.0,1.0,0.9856115107913668,0.0,0.0,1.0,1.0,0.0,0.0,139.0,135.0,1.0,139.0,87,openproblems_neurips2023,,,,,,,,,,,,,,cell_heldout,,,,,,
split_scaffold_heldout,446.0,107.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,27.0,27.0,4.0,107.0,87,openproblems_neurips2023,,,,,,,,,,,,,,scaffold_heldout,,,,,,
