sample_id,dataset,drug_id,drug_name,cell_context,cell_type,cell_line,tissue,batch,dose,time,condition,control_sample_id,source_file,source_split,split,control,smiles,scaffold,split_random,split_cell_heldout,split_scaffold_heldout,split_cell_scaffold_heldout
"T cells, Penfluridol",openproblems_neurips2023,Penfluridol,Penfluridol,T cells,T cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,OC1(c2ccc(Cl)c(C(F)(F)F)c2)CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,c1ccc(C2CCN(CCCC(c3ccccc3)c3ccccc3)CC2)cc1,test,test,train,excluded
"B cells, Quizartinib",openproblems_neurips2023,Quizartinib,Quizartinib,B cells,B cells,PBMC,blood,de_train:public_test,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,public_test,False,CC(C)(C)c1cc(NC(=O)Nc2ccc(-c3cn4c(n3)sc3cc(OCCN5CCOCC5)ccc34)cc2)no1,O=C(Nc1ccc(-c2cn3c(n2)sc2cc(OCCN4CCOCC4)ccc23)cc1)Nc1ccon1,train,train,train,train
"Myeloid cells, Quizartinib",openproblems_neurips2023,Quizartinib,Quizartinib,Myeloid cells,Myeloid cells,PBMC,blood,de_train:public_test,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,public_test,False,CC(C)(C)c1cc(NC(=O)Nc2ccc(-c3cn4c(n3)sc3cc(OCCN5CCOCC5)ccc34)cc2)no1,O=C(Nc1ccc(-c2cn3c(n2)sc2cc(OCCN4CCOCC4)ccc23)cc1)Nc1ccon1,train,train,train,train
"NK cells, Quizartinib",openproblems_neurips2023,Quizartinib,Quizartinib,NK cells,NK cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,CC(C)(C)c1cc(NC(=O)Nc2ccc(-c3cn4c(n3)sc3cc(OCCN5CCOCC5)ccc34)cc2)no1,O=C(Nc1ccc(-c2cn3c(n2)sc2cc(OCCN4CCOCC4)ccc23)cc1)Nc1ccon1,train,train,train,train
"T cells, Quizartinib",openproblems_neurips2023,Quizartinib,Quizartinib,T cells,T cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,CC(C)(C)c1cc(NC(=O)Nc2ccc(-c3cn4c(n3)sc3cc(OCCN5CCOCC5)ccc34)cc2)no1,O=C(Nc1ccc(-c2cn3c(n2)sc2cc(OCCN4CCOCC4)ccc23)cc1)Nc1ccon1,train,test,train,excluded
"NK cells, RN-486",openproblems_neurips2023,RN-486,RN-486,NK cells,NK cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,CN1CCN(c2ccc(Nc3cc(-c4cccc(-n5ccc6cc(C7CC7)cc(F)c6c5=O)c4CO)cn(C)c3=O)nc2)CC1,O=c1[nH]cc(-c2cccc(-n3ccc4cc(C5CC5)ccc4c3=O)c2)cc1Nc1ccc(N2CCNCC2)cn1,train,train,train,train
"T cells, RN-486",openproblems_neurips2023,RN-486,RN-486,T cells,T cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,CN1CCN(c2ccc(Nc3cc(-c4cccc(-n5ccc6cc(C7CC7)cc(F)c6c5=O)c4CO)cn(C)c3=O)nc2)CC1,O=c1[nH]cc(-c2cccc(-n3ccc4cc(C5CC5)ccc4c3=O)c2)cc1Nc1ccc(N2CCNCC2)cn1,train,test,train,excluded
"B cells, PD-0325901",openproblems_neurips2023,PD-0325901,PD-0325901,B cells,B cells,PBMC,blood,de_train:public_test,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,public_test,False,O=C(NOC[C@H](O)CO)c1ccc(F)c(F)c1Nc1ccc(I)cc1F,c1ccc(Nc2ccccc2)cc1,train,train,train,train
"Myeloid cells, PD-0325901",openproblems_neurips2023,PD-0325901,PD-0325901,Myeloid cells,Myeloid cells,PBMC,blood,de_train:public_test,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,public_test,False,O=C(NOC[C@H](O)CO)c1ccc(F)c(F)c1Nc1ccc(I)cc1F,c1ccc(Nc2ccccc2)cc1,train,train,train,train
"NK cells, PD-0325901",openproblems_neurips2023,PD-0325901,PD-0325901,NK cells,NK cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,O=C(NOC[C@H](O)CO)c1ccc(F)c(F)c1Nc1ccc(I)cc1F,c1ccc(Nc2ccccc2)cc1,train,train,train,train
"T cells, PD-0325901",openproblems_neurips2023,PD-0325901,PD-0325901,T cells,T cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,O=C(NOC[C@H](O)CO)c1ccc(F)c(F)c1Nc1ccc(I)cc1F,c1ccc(Nc2ccccc2)cc1,train,test,train,excluded
"NK cells, Decitabine",openproblems_neurips2023,Decitabine,Decitabine,NK cells,NK cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,Nc1ncn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1,O=c1ncncn1[C@H]1CCCO1,train,train,test,excluded
"T cells, Decitabine",openproblems_neurips2023,Decitabine,Decitabine,T cells,T cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,Nc1ncn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1,O=c1ncncn1[C@H]1CCCO1,test,test,test,test
"B cells, LDN 193189",openproblems_neurips2023,LDN 193189,LDN 193189,B cells,B cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,c1ccc2c(-c3cnn4cc(-c5ccc(N6CCNCC6)cc5)cnc34)ccnc2c1,c1ccc2c(-c3cnn4cc(-c5ccc(N6CCNCC6)cc5)cnc34)ccnc2c1,train,train,train,train
"Myeloid cells, LDN 193189",openproblems_neurips2023,LDN 193189,LDN 193189,Myeloid cells,Myeloid cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,c1ccc2c(-c3cnn4cc(-c5ccc(N6CCNCC6)cc5)cnc34)ccnc2c1,c1ccc2c(-c3cnn4cc(-c5ccc(N6CCNCC6)cc5)cnc34)ccnc2c1,train,train,train,train
"NK cells, LDN 193189",openproblems_neurips2023,LDN 193189,LDN 193189,NK cells,NK cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,c1ccc2c(-c3cnn4cc(-c5ccc(N6CCNCC6)cc5)cnc34)ccnc2c1,c1ccc2c(-c3cnn4cc(-c5ccc(N6CCNCC6)cc5)cnc34)ccnc2c1,train,train,train,train
"T cells, LDN 193189",openproblems_neurips2023,LDN 193189,LDN 193189,T cells,T cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,c1ccc2c(-c3cnn4cc(-c5ccc(N6CCNCC6)cc5)cnc34)ccnc2c1,c1ccc2c(-c3cnn4cc(-c5ccc(N6CCNCC6)cc5)cnc34)ccnc2c1,train,test,train,excluded
"NK cells, Cabozantinib",openproblems_neurips2023,Cabozantinib,Cabozantinib,NK cells,NK cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,COc1cc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3)c2cc1OC,O=C(Nc1ccccc1)C1(C(=O)Nc2ccc(Oc3ccnc4ccccc34)cc2)CC1,train,train,train,train
"T cells, Cabozantinib",openproblems_neurips2023,Cabozantinib,Cabozantinib,T cells,T cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,COc1cc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3)c2cc1OC,O=C(Nc1ccccc1)C1(C(=O)Nc2ccc(Oc3ccnc4ccccc34)cc2)CC1,test,test,train,excluded
"B cells, Riociguat",openproblems_neurips2023,Riociguat,Riociguat,B cells,B cells,PBMC,blood,de_train:public_test,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,public_test,False,COC(=O)N(C)c1c(N)nc(-c2nn(Cc3ccccc3F)c3ncccc23)nc1N,c1ccc(Cn2nc(-c3ncccn3)c3cccnc32)cc1,test,train,test,excluded
"Myeloid cells, Riociguat",openproblems_neurips2023,Riociguat,Riociguat,Myeloid cells,Myeloid cells,PBMC,blood,de_train:public_test,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,public_test,False,COC(=O)N(C)c1c(N)nc(-c2nn(Cc3ccccc3F)c3ncccc23)nc1N,c1ccc(Cn2nc(-c3ncccn3)c3cccnc32)cc1,train,train,test,excluded
"NK cells, Riociguat",openproblems_neurips2023,Riociguat,Riociguat,NK cells,NK cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,COC(=O)N(C)c1c(N)nc(-c2nn(Cc3ccccc3F)c3ncccc23)nc1N,c1ccc(Cn2nc(-c3ncccn3)c3cccnc32)cc1,train,train,test,excluded
"T cells, Riociguat",openproblems_neurips2023,Riociguat,Riociguat,T cells,T cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,COC(=O)N(C)c1c(N)nc(-c2nn(Cc3ccccc3F)c3ncccc23)nc1N,c1ccc(Cn2nc(-c3ncccn3)c3cccnc32)cc1,test,test,test,test
"B cells, CHIR-99021",openproblems_neurips2023,CHIR-99021,CHIR-99021,B cells,B cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,Cc1cnc(-c2cnc(NCCNc3ccc(C#N)cn3)nc2-c2ccc(Cl)cc2Cl)[nH]1,c1ccc(-c2nc(NCCNc3ccccn3)ncc2-c2ncc[nH]2)cc1,train,train,test,excluded
"Myeloid cells, CHIR-99021",openproblems_neurips2023,CHIR-99021,CHIR-99021,Myeloid cells,Myeloid cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,Cc1cnc(-c2cnc(NCCNc3ccc(C#N)cn3)nc2-c2ccc(Cl)cc2Cl)[nH]1,c1ccc(-c2nc(NCCNc3ccccn3)ncc2-c2ncc[nH]2)cc1,test,train,test,excluded
"NK cells, CHIR-99021",openproblems_neurips2023,CHIR-99021,CHIR-99021,NK cells,NK cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,Cc1cnc(-c2cnc(NCCNc3ccc(C#N)cn3)nc2-c2ccc(Cl)cc2Cl)[nH]1,c1ccc(-c2nc(NCCNc3ccccn3)ncc2-c2ncc[nH]2)cc1,train,train,test,excluded
"T cells, CHIR-99021",openproblems_neurips2023,CHIR-99021,CHIR-99021,T cells,T cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,Cc1cnc(-c2cnc(NCCNc3ccc(C#N)cn3)nc2-c2ccc(Cl)cc2Cl)[nH]1,c1ccc(-c2nc(NCCNc3ccccn3)ncc2-c2ncc[nH]2)cc1,test,test,test,test
"NK cells, Defactinib",openproblems_neurips2023,Defactinib,Defactinib,NK cells,NK cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3nccnc3N(C)S(C)(=O)=O)n2)cc1,c1ccc(Nc2nccc(NCc3cnccn3)n2)cc1,train,train,train,train
"T cells, Defactinib",openproblems_neurips2023,Defactinib,Defactinib,T cells,T cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3nccnc3N(C)S(C)(=O)=O)n2)cc1,c1ccc(Nc2nccc(NCc3cnccn3)n2)cc1,train,test,train,excluded
"B cells, BI-D1870",openproblems_neurips2023,BI-D1870,BI-D1870,B cells,B cells,PBMC,blood,de_train:public_test,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,public_test,False,CC(C)CCN1c2nc(Nc3cc(F)c(O)c(F)c3)ncc2N(C)C(=O)C1C,O=C1CNc2nc(Nc3ccccc3)ncc2N1,test,train,train,train
"Myeloid cells, BI-D1870",openproblems_neurips2023,BI-D1870,BI-D1870,Myeloid cells,Myeloid cells,PBMC,blood,de_train:public_test,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,public_test,False,CC(C)CCN1c2nc(Nc3cc(F)c(O)c(F)c3)ncc2N(C)C(=O)C1C,O=C1CNc2nc(Nc3ccccc3)ncc2N1,test,train,train,train
"NK cells, BI-D1870",openproblems_neurips2023,BI-D1870,BI-D1870,NK cells,NK cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,CC(C)CCN1c2nc(Nc3cc(F)c(O)c(F)c3)ncc2N(C)C(=O)C1C,O=C1CNc2nc(Nc3ccccc3)ncc2N1,test,train,train,train
"T cells, BI-D1870",openproblems_neurips2023,BI-D1870,BI-D1870,T cells,T cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,CC(C)CCN1c2nc(Nc3cc(F)c(O)c(F)c3)ncc2N(C)C(=O)C1C,O=C1CNc2nc(Nc3ccccc3)ncc2N1,test,test,train,excluded
"NK cells, AZD3514",openproblems_neurips2023,AZD3514,AZD3514,NK cells,NK cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,CC(=O)N1CCN(CCOc2ccc(C3CCN(C4=Nn5c(nnc5C(F)(F)F)CC4)CC3)cc2)CC1,c1cc(C2CCN(C3=Nn4cnnc4CC3)CC2)ccc1OCCN1CCNCC1,train,train,train,train
"T cells, AZD3514",openproblems_neurips2023,AZD3514,AZD3514,T cells,T cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,CC(=O)N1CCN(CCOc2ccc(C3CCN(C4=Nn5c(nnc5C(F)(F)F)CC4)CC3)cc2)CC1,c1cc(C2CCN(C3=Nn4cnnc4CC3)CC2)ccc1OCCN1CCNCC1,train,test,train,excluded
"NK cells, HMN-214",openproblems_neurips2023,HMN-214,HMN-214,NK cells,NK cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,COc1ccc(S(=O)(=O)N(C(C)=O)c2ccccc2/C=C/c2cc[n+]([O-])cc2)cc1,O=S(=O)(Nc1ccccc1/C=C/c1cc[nH+]cc1)c1ccccc1,train,train,train,train
"T cells, HMN-214",openproblems_neurips2023,HMN-214,HMN-214,T cells,T cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,COc1ccc(S(=O)(=O)N(C(C)=O)c2ccccc2/C=C/c2cc[n+]([O-])cc2)cc1,O=S(=O)(Nc1ccccc1/C=C/c1cc[nH+]cc1)c1ccccc1,train,test,train,excluded
"NK cells, CC-401",openproblems_neurips2023,CC-401,CC-401,NK cells,NK cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,c1cc(OCCN2CCCCC2)cc(-c2[nH]nc3ccc(-c4nc[nH]n4)cc23)c1,c1cc(OCCN2CCCCC2)cc(-c2[nH]nc3ccc(-c4nc[nH]n4)cc23)c1,train,train,train,train
"T cells, CC-401",openproblems_neurips2023,CC-401,CC-401,T cells,T cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,c1cc(OCCN2CCCCC2)cc(-c2[nH]nc3ccc(-c4nc[nH]n4)cc23)c1,c1cc(OCCN2CCCCC2)cc(-c2[nH]nc3ccc(-c4nc[nH]n4)cc23)c1,train,test,train,excluded
"NK cells, Resminostat",openproblems_neurips2023,Resminostat,Resminostat,NK cells,NK cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,CN(C)Cc1ccc(S(=O)(=O)n2ccc(/C=C/C(=O)NO)c2)cc1,O=S(=O)(c1ccccc1)n1cccc1,train,train,train,train
"T cells, Resminostat",openproblems_neurips2023,Resminostat,Resminostat,T cells,T cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,CN(C)Cc1ccc(S(=O)(=O)n2ccc(/C=C/C(=O)NO)c2)cc1,O=S(=O)(c1ccccc1)n1cccc1,train,test,train,excluded
"B cells, Crizotinib",openproblems_neurips2023,Crizotinib,Crizotinib,B cells,B cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,c1ccc(COc2cncc(-c3cnn(C4CCNCC4)c3)c2)cc1,test,train,train,train
"Myeloid cells, Crizotinib",openproblems_neurips2023,Crizotinib,Crizotinib,Myeloid cells,Myeloid cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,c1ccc(COc2cncc(-c3cnn(C4CCNCC4)c3)c2)cc1,test,train,train,train
"NK cells, Crizotinib",openproblems_neurips2023,Crizotinib,Crizotinib,NK cells,NK cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,c1ccc(COc2cncc(-c3cnn(C4CCNCC4)c3)c2)cc1,train,train,train,train
"T cells, Crizotinib",openproblems_neurips2023,Crizotinib,Crizotinib,T cells,T cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,c1ccc(COc2cncc(-c3cnn(C4CCNCC4)c3)c2)cc1,test,test,train,excluded
"B cells, Azacitidine",openproblems_neurips2023,Azacitidine,Azacitidine,B cells,B cells,PBMC,blood,de_train:public_test,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,public_test,False,Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,O=c1ncncn1[C@H]1CCCO1,train,train,test,excluded
"Myeloid cells, Azacitidine",openproblems_neurips2023,Azacitidine,Azacitidine,Myeloid cells,Myeloid cells,PBMC,blood,de_train:public_test,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,public_test,False,Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,O=c1ncncn1[C@H]1CCCO1,train,train,test,excluded
"NK cells, Azacitidine",openproblems_neurips2023,Azacitidine,Azacitidine,NK cells,NK cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,O=c1ncncn1[C@H]1CCCO1,train,train,test,excluded
"T cells, Azacitidine",openproblems_neurips2023,Azacitidine,Azacitidine,T cells,T cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,O=c1ncncn1[C@H]1CCCO1,train,test,test,test
"B cells, TR-14035",openproblems_neurips2023,TR-14035,TR-14035,B cells,B cells,PBMC,blood,de_train:public_test,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,public_test,False,COc1cccc(OC)c1-c1ccc(C[C@H](NC(=O)c2c(Cl)cccc2Cl)C(=O)O)cc1,O=C(NCCc1ccc(-c2ccccc2)cc1)c1ccccc1,test,train,train,train
"Myeloid cells, TR-14035",openproblems_neurips2023,TR-14035,TR-14035,Myeloid cells,Myeloid cells,PBMC,blood,de_train:public_test,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,public_test,False,COc1cccc(OC)c1-c1ccc(C[C@H](NC(=O)c2c(Cl)cccc2Cl)C(=O)O)cc1,O=C(NCCc1ccc(-c2ccccc2)cc1)c1ccccc1,train,train,train,train
"NK cells, TR-14035",openproblems_neurips2023,TR-14035,TR-14035,NK cells,NK cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,COc1cccc(OC)c1-c1ccc(C[C@H](NC(=O)c2c(Cl)cccc2Cl)C(=O)O)cc1,O=C(NCCc1ccc(-c2ccccc2)cc1)c1ccccc1,train,train,train,train
"T cells, TR-14035",openproblems_neurips2023,TR-14035,TR-14035,T cells,T cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,COc1cccc(OC)c1-c1ccc(C[C@H](NC(=O)c2c(Cl)cccc2Cl)C(=O)O)cc1,O=C(NCCc1ccc(-c2ccccc2)cc1)c1ccccc1,train,test,train,excluded
"NK cells, Nilotinib",openproblems_neurips2023,Nilotinib,Nilotinib,NK cells,NK cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,O=C(Nc1cccc(-n2ccnc2)c1)c1cccc(Nc2nccc(-c3cccnc3)n2)c1,test,train,train,train
"T cells, Nilotinib",openproblems_neurips2023,Nilotinib,Nilotinib,T cells,T cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,O=C(Nc1cccc(-n2ccnc2)c1)c1cccc(Nc2nccc(-c3cccnc3)n2)c1,train,test,train,excluded
"B cells, AT 7867",openproblems_neurips2023,AT 7867,AT 7867,B cells,B cells,PBMC,blood,de_train:public_test,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,public_test,False,Clc1ccc(C2(c3ccc(-c4cn[nH]c4)cc3)CCNCC2)cc1,c1ccc(C2(c3ccc(-c4cn[nH]c4)cc3)CCNCC2)cc1,train,train,train,train
"Myeloid cells, AT 7867",openproblems_neurips2023,AT 7867,AT 7867,Myeloid cells,Myeloid cells,PBMC,blood,de_train:public_test,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,public_test,False,Clc1ccc(C2(c3ccc(-c4cn[nH]c4)cc3)CCNCC2)cc1,c1ccc(C2(c3ccc(-c4cn[nH]c4)cc3)CCNCC2)cc1,test,train,train,train
"NK cells, AT 7867",openproblems_neurips2023,AT 7867,AT 7867,NK cells,NK cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,Clc1ccc(C2(c3ccc(-c4cn[nH]c4)cc3)CCNCC2)cc1,c1ccc(C2(c3ccc(-c4cn[nH]c4)cc3)CCNCC2)cc1,train,train,train,train
"T cells, AT 7867",openproblems_neurips2023,AT 7867,AT 7867,T cells,T cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,Clc1ccc(C2(c3ccc(-c4cn[nH]c4)cc3)CCNCC2)cc1,c1ccc(C2(c3ccc(-c4cn[nH]c4)cc3)CCNCC2)cc1,test,test,train,excluded
"NK cells, OSI-930",openproblems_neurips2023,OSI-930,OSI-930,NK cells,NK cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,O=C(Nc1ccc(OC(F)(F)F)cc1)c1sccc1NCc1ccnc2ccccc12,O=C(Nc1ccccc1)c1sccc1NCc1ccnc2ccccc12,test,train,train,train
"T cells, OSI-930",openproblems_neurips2023,OSI-930,OSI-930,T cells,T cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,O=C(Nc1ccc(OC(F)(F)F)cc1)c1sccc1NCc1ccnc2ccccc12,O=C(Nc1ccccc1)c1sccc1NCc1ccnc2ccccc12,train,test,train,excluded
"B cells, GO-6976",openproblems_neurips2023,GO-6976,GO-6976,B cells,B cells,PBMC,blood,de_train:public_test,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,public_test,False,Cn1c2ccccc2c2c3c(c4c5ccccc5n(CCC#N)c4c21)CNC3=O,O=C1NCc2c1c1c3ccccc3[nH]c1c1[nH]c3ccccc3c21,train,train,test,excluded
"Myeloid cells, GO-6976",openproblems_neurips2023,GO-6976,GO-6976,Myeloid cells,Myeloid cells,PBMC,blood,de_train:public_test,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,public_test,False,Cn1c2ccccc2c2c3c(c4c5ccccc5n(CCC#N)c4c21)CNC3=O,O=C1NCc2c1c1c3ccccc3[nH]c1c1[nH]c3ccccc3c21,train,train,test,excluded
"NK cells, GO-6976",openproblems_neurips2023,GO-6976,GO-6976,NK cells,NK cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,Cn1c2ccccc2c2c3c(c4c5ccccc5n(CCC#N)c4c21)CNC3=O,O=C1NCc2c1c1c3ccccc3[nH]c1c1[nH]c3ccccc3c21,train,train,test,excluded
"T cells, GO-6976",openproblems_neurips2023,GO-6976,GO-6976,T cells,T cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,Cn1c2ccccc2c2c3c(c4c5ccccc5n(CCC#N)c4c21)CNC3=O,O=C1NCc2c1c1c3ccccc3[nH]c1c1[nH]c3ccccc3c21,train,test,test,test
"NK cells, Saracatinib",openproblems_neurips2023,Saracatinib,Saracatinib,NK cells,NK cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,CN1CCN(CCOc2cc(OC3CCOCC3)c3c(Nc4c(Cl)ccc5c4OCO5)ncnc3c2)CC1,c1cc(Nc2ncnc3cc(OCCN4CCNCC4)cc(OC4CCOCC4)c23)c2c(c1)OCO2,test,train,train,train
"T cells, Saracatinib",openproblems_neurips2023,Saracatinib,Saracatinib,T cells,T cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,CN1CCN(CCOc2cc(OC3CCOCC3)c3c(Nc4c(Cl)ccc5c4OCO5)ncnc3c2)CC1,c1cc(Nc2ncnc3cc(OCCN4CCNCC4)cc(OC4CCOCC4)c23)c2c(c1)OCO2,train,test,train,excluded
"NK cells, RG7112",openproblems_neurips2023,RG7112,RG7112,NK cells,NK cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,CCOc1cc(C(C)(C)C)ccc1C1=N[C@@](C)(c2ccc(Cl)cc2)[C@@](C)(c2ccc(Cl)cc2)N1C(=O)N1CCN(CCCS(C)(=O)=O)CC1,O=C(N1CCNCC1)N1C(c2ccccc2)=NC(c2ccccc2)C1c1ccccc1,test,train,train,train
