record_id,drug_name,cell_line,dose_value,time,n_cells,smiles,isomeric_smiles,pubchem_cid,scaffold,sample_id,cell_line_24h_control_profile
GSK1070916__A549__100nM__24h,GSK1070916,A549,100.0,24.0,166,CCN1C=C(C(=N1)C2=CC=C(C=C2)NC(=O)N(C)C)C3=C4C=C(NC4=NC=C3)C5=CC=CC(=C5)CN(C)C,CCN1C=C(C(=N1)C2=CC=C(C=C2)NC(=O)N(C)C)C3=C4C=C(NC4=NC=C3)C5=CC=CC(=C5)CN(C)C,46885626,c1ccc(-c2cc3c(-c4c[nH]nc4-c4ccccc4)ccnc3[nH]2)cc1,GSK1070916__A549__100nM__24h,A549_24h_control_profile
GSK1070916__A549__1000nM__24h,GSK1070916,A549,1000.0,24.0,138,CCN1C=C(C(=N1)C2=CC=C(C=C2)NC(=O)N(C)C)C3=C4C=C(NC4=NC=C3)C5=CC=CC(=C5)CN(C)C,CCN1C=C(C(=N1)C2=CC=C(C=C2)NC(=O)N(C)C)C3=C4C=C(NC4=NC=C3)C5=CC=CC(=C5)CN(C)C,46885626,c1ccc(-c2cc3c(-c4c[nH]nc4-c4ccccc4)ccnc3[nH]2)cc1,GSK1070916__A549__1000nM__24h,A549_24h_control_profile
GSK1070916__A549__10000nM__24h,GSK1070916,A549,10000.0,24.0,137,CCN1C=C(C(=N1)C2=CC=C(C=C2)NC(=O)N(C)C)C3=C4C=C(NC4=NC=C3)C5=CC=CC(=C5)CN(C)C,CCN1C=C(C(=N1)C2=CC=C(C=C2)NC(=O)N(C)C)C3=C4C=C(NC4=NC=C3)C5=CC=CC(=C5)CN(C)C,46885626,c1ccc(-c2cc3c(-c4c[nH]nc4-c4ccccc4)ccnc3[nH]2)cc1,GSK1070916__A549__10000nM__24h,A549_24h_control_profile
GSK1070916__K562__10nM__24h,GSK1070916,K562,10.0,24.0,206,CCN1C=C(C(=N1)C2=CC=C(C=C2)NC(=O)N(C)C)C3=C4C=C(NC4=NC=C3)C5=CC=CC(=C5)CN(C)C,CCN1C=C(C(=N1)C2=CC=C(C=C2)NC(=O)N(C)C)C3=C4C=C(NC4=NC=C3)C5=CC=CC(=C5)CN(C)C,46885626,c1ccc(-c2cc3c(-c4c[nH]nc4-c4ccccc4)ccnc3[nH]2)cc1,GSK1070916__K562__10nM__24h,K562_24h_control_profile
GSK1070916__K562__100nM__24h,GSK1070916,K562,100.0,24.0,167,CCN1C=C(C(=N1)C2=CC=C(C=C2)NC(=O)N(C)C)C3=C4C=C(NC4=NC=C3)C5=CC=CC(=C5)CN(C)C,CCN1C=C(C(=N1)C2=CC=C(C=C2)NC(=O)N(C)C)C3=C4C=C(NC4=NC=C3)C5=CC=CC(=C5)CN(C)C,46885626,c1ccc(-c2cc3c(-c4c[nH]nc4-c4ccccc4)ccnc3[nH]2)cc1,GSK1070916__K562__100nM__24h,K562_24h_control_profile
GSK1070916__K562__1000nM__24h,GSK1070916,K562,1000.0,24.0,165,CCN1C=C(C(=N1)C2=CC=C(C=C2)NC(=O)N(C)C)C3=C4C=C(NC4=NC=C3)C5=CC=CC(=C5)CN(C)C,CCN1C=C(C(=N1)C2=CC=C(C=C2)NC(=O)N(C)C)C3=C4C=C(NC4=NC=C3)C5=CC=CC(=C5)CN(C)C,46885626,c1ccc(-c2cc3c(-c4c[nH]nc4-c4ccccc4)ccnc3[nH]2)cc1,GSK1070916__K562__1000nM__24h,K562_24h_control_profile
GSK1070916__K562__10000nM__24h,GSK1070916,K562,10000.0,24.0,172,CCN1C=C(C(=N1)C2=CC=C(C=C2)NC(=O)N(C)C)C3=C4C=C(NC4=NC=C3)C5=CC=CC(=C5)CN(C)C,CCN1C=C(C(=N1)C2=CC=C(C=C2)NC(=O)N(C)C)C3=C4C=C(NC4=NC=C3)C5=CC=CC(=C5)CN(C)C,46885626,c1ccc(-c2cc3c(-c4c[nH]nc4-c4ccccc4)ccnc3[nH]2)cc1,GSK1070916__K562__10000nM__24h,K562_24h_control_profile
GSK1070916__MCF7__10nM__24h,GSK1070916,MCF7,10.0,24.0,491,CCN1C=C(C(=N1)C2=CC=C(C=C2)NC(=O)N(C)C)C3=C4C=C(NC4=NC=C3)C5=CC=CC(=C5)CN(C)C,CCN1C=C(C(=N1)C2=CC=C(C=C2)NC(=O)N(C)C)C3=C4C=C(NC4=NC=C3)C5=CC=CC(=C5)CN(C)C,46885626,c1ccc(-c2cc3c(-c4c[nH]nc4-c4ccccc4)ccnc3[nH]2)cc1,GSK1070916__MCF7__10nM__24h,MCF7_24h_control_profile
GSK1070916__MCF7__100nM__24h,GSK1070916,MCF7,100.0,24.0,431,CCN1C=C(C(=N1)C2=CC=C(C=C2)NC(=O)N(C)C)C3=C4C=C(NC4=NC=C3)C5=CC=CC(=C5)CN(C)C,CCN1C=C(C(=N1)C2=CC=C(C=C2)NC(=O)N(C)C)C3=C4C=C(NC4=NC=C3)C5=CC=CC(=C5)CN(C)C,46885626,c1ccc(-c2cc3c(-c4c[nH]nc4-c4ccccc4)ccnc3[nH]2)cc1,GSK1070916__MCF7__100nM__24h,MCF7_24h_control_profile
GSK1070916__MCF7__1000nM__24h,GSK1070916,MCF7,1000.0,24.0,411,CCN1C=C(C(=N1)C2=CC=C(C=C2)NC(=O)N(C)C)C3=C4C=C(NC4=NC=C3)C5=CC=CC(=C5)CN(C)C,CCN1C=C(C(=N1)C2=CC=C(C=C2)NC(=O)N(C)C)C3=C4C=C(NC4=NC=C3)C5=CC=CC(=C5)CN(C)C,46885626,c1ccc(-c2cc3c(-c4c[nH]nc4-c4ccccc4)ccnc3[nH]2)cc1,GSK1070916__MCF7__1000nM__24h,MCF7_24h_control_profile
GSK1070916__MCF7__10000nM__24h,GSK1070916,MCF7,10000.0,24.0,307,CCN1C=C(C(=N1)C2=CC=C(C=C2)NC(=O)N(C)C)C3=C4C=C(NC4=NC=C3)C5=CC=CC(=C5)CN(C)C,CCN1C=C(C(=N1)C2=CC=C(C=C2)NC(=O)N(C)C)C3=C4C=C(NC4=NC=C3)C5=CC=CC(=C5)CN(C)C,46885626,c1ccc(-c2cc3c(-c4c[nH]nc4-c4ccccc4)ccnc3[nH]2)cc1,GSK1070916__MCF7__10000nM__24h,MCF7_24h_control_profile
GSK J1__A549__10nM__24h,GSK J1,A549,10.0,24.0,301,C1CN(CCC2=CC=CC=C21)C3=NC(=NC(=C3)NCCC(=O)O)C4=CC=CC=N4,C1CN(CCC2=CC=CC=C21)C3=NC(=NC(=C3)NCCC(=O)O)C4=CC=CC=N4,56963315,c1ccc(-c2nccc(N3CCc4ccccc4CC3)n2)nc1,GSK J1__A549__10nM__24h,A549_24h_control_profile
GSK J1__A549__100nM__24h,GSK J1,A549,100.0,24.0,225,C1CN(CCC2=CC=CC=C21)C3=NC(=NC(=C3)NCCC(=O)O)C4=CC=CC=N4,C1CN(CCC2=CC=CC=C21)C3=NC(=NC(=C3)NCCC(=O)O)C4=CC=CC=N4,56963315,c1ccc(-c2nccc(N3CCc4ccccc4CC3)n2)nc1,GSK J1__A549__100nM__24h,A549_24h_control_profile
GSK J1__A549__1000nM__24h,GSK J1,A549,1000.0,24.0,241,C1CN(CCC2=CC=CC=C21)C3=NC(=NC(=C3)NCCC(=O)O)C4=CC=CC=N4,C1CN(CCC2=CC=CC=C21)C3=NC(=NC(=C3)NCCC(=O)O)C4=CC=CC=N4,56963315,c1ccc(-c2nccc(N3CCc4ccccc4CC3)n2)nc1,GSK J1__A549__1000nM__24h,A549_24h_control_profile
GSK J1__A549__10000nM__24h,GSK J1,A549,10000.0,24.0,247,C1CN(CCC2=CC=CC=C21)C3=NC(=NC(=C3)NCCC(=O)O)C4=CC=CC=N4,C1CN(CCC2=CC=CC=C21)C3=NC(=NC(=C3)NCCC(=O)O)C4=CC=CC=N4,56963315,c1ccc(-c2nccc(N3CCc4ccccc4CC3)n2)nc1,GSK J1__A549__10000nM__24h,A549_24h_control_profile
GSK J1__K562__10nM__24h,GSK J1,K562,10.0,24.0,251,C1CN(CCC2=CC=CC=C21)C3=NC(=NC(=C3)NCCC(=O)O)C4=CC=CC=N4,C1CN(CCC2=CC=CC=C21)C3=NC(=NC(=C3)NCCC(=O)O)C4=CC=CC=N4,56963315,c1ccc(-c2nccc(N3CCc4ccccc4CC3)n2)nc1,GSK J1__K562__10nM__24h,K562_24h_control_profile
GSK J1__K562__100nM__24h,GSK J1,K562,100.0,24.0,244,C1CN(CCC2=CC=CC=C21)C3=NC(=NC(=C3)NCCC(=O)O)C4=CC=CC=N4,C1CN(CCC2=CC=CC=C21)C3=NC(=NC(=C3)NCCC(=O)O)C4=CC=CC=N4,56963315,c1ccc(-c2nccc(N3CCc4ccccc4CC3)n2)nc1,GSK J1__K562__100nM__24h,K562_24h_control_profile
GSK J1__K562__1000nM__24h,GSK J1,K562,1000.0,24.0,256,C1CN(CCC2=CC=CC=C21)C3=NC(=NC(=C3)NCCC(=O)O)C4=CC=CC=N4,C1CN(CCC2=CC=CC=C21)C3=NC(=NC(=C3)NCCC(=O)O)C4=CC=CC=N4,56963315,c1ccc(-c2nccc(N3CCc4ccccc4CC3)n2)nc1,GSK J1__K562__1000nM__24h,K562_24h_control_profile
GSK J1__K562__10000nM__24h,GSK J1,K562,10000.0,24.0,217,C1CN(CCC2=CC=CC=C21)C3=NC(=NC(=C3)NCCC(=O)O)C4=CC=CC=N4,C1CN(CCC2=CC=CC=C21)C3=NC(=NC(=C3)NCCC(=O)O)C4=CC=CC=N4,56963315,c1ccc(-c2nccc(N3CCc4ccccc4CC3)n2)nc1,GSK J1__K562__10000nM__24h,K562_24h_control_profile
GSK J1__MCF7__10nM__24h,GSK J1,MCF7,10.0,24.0,591,C1CN(CCC2=CC=CC=C21)C3=NC(=NC(=C3)NCCC(=O)O)C4=CC=CC=N4,C1CN(CCC2=CC=CC=C21)C3=NC(=NC(=C3)NCCC(=O)O)C4=CC=CC=N4,56963315,c1ccc(-c2nccc(N3CCc4ccccc4CC3)n2)nc1,GSK J1__MCF7__10nM__24h,MCF7_24h_control_profile
GSK J1__MCF7__100nM__24h,GSK J1,MCF7,100.0,24.0,553,C1CN(CCC2=CC=CC=C21)C3=NC(=NC(=C3)NCCC(=O)O)C4=CC=CC=N4,C1CN(CCC2=CC=CC=C21)C3=NC(=NC(=C3)NCCC(=O)O)C4=CC=CC=N4,56963315,c1ccc(-c2nccc(N3CCc4ccccc4CC3)n2)nc1,GSK J1__MCF7__100nM__24h,MCF7_24h_control_profile
GSK J1__MCF7__1000nM__24h,GSK J1,MCF7,1000.0,24.0,509,C1CN(CCC2=CC=CC=C21)C3=NC(=NC(=C3)NCCC(=O)O)C4=CC=CC=N4,C1CN(CCC2=CC=CC=C21)C3=NC(=NC(=C3)NCCC(=O)O)C4=CC=CC=N4,56963315,c1ccc(-c2nccc(N3CCc4ccccc4CC3)n2)nc1,GSK J1__MCF7__1000nM__24h,MCF7_24h_control_profile
GSK J1__MCF7__10000nM__24h,GSK J1,MCF7,10000.0,24.0,510,C1CN(CCC2=CC=CC=C21)C3=NC(=NC(=C3)NCCC(=O)O)C4=CC=CC=N4,C1CN(CCC2=CC=CC=C21)C3=NC(=NC(=C3)NCCC(=O)O)C4=CC=CC=N4,56963315,c1ccc(-c2nccc(N3CCc4ccccc4CC3)n2)nc1,GSK J1__MCF7__10000nM__24h,MCF7_24h_control_profile
GSK-LSD1 2HCl__A549__10nM__24h,GSK-LSD1 2HCl,A549,10.0,24.0,234,C1CNCCC1N[C@@H]2C[C@H]2C3=CC=CC=C3.Cl.Cl,C1CNCCC1N[C@@H]2C[C@H]2C3=CC=CC=C3.Cl.Cl,91663353,c1ccc([C@@H]2C[C@H]2NC2CCNCC2)cc1,GSK-LSD1 2HCl__A549__10nM__24h,A549_24h_control_profile
GSK-LSD1 2HCl__A549__100nM__24h,GSK-LSD1 2HCl,A549,100.0,24.0,236,C1CNCCC1N[C@@H]2C[C@H]2C3=CC=CC=C3.Cl.Cl,C1CNCCC1N[C@@H]2C[C@H]2C3=CC=CC=C3.Cl.Cl,91663353,c1ccc([C@@H]2C[C@H]2NC2CCNCC2)cc1,GSK-LSD1 2HCl__A549__100nM__24h,A549_24h_control_profile
GSK-LSD1 2HCl__A549__1000nM__24h,GSK-LSD1 2HCl,A549,1000.0,24.0,235,C1CNCCC1N[C@@H]2C[C@H]2C3=CC=CC=C3.Cl.Cl,C1CNCCC1N[C@@H]2C[C@H]2C3=CC=CC=C3.Cl.Cl,91663353,c1ccc([C@@H]2C[C@H]2NC2CCNCC2)cc1,GSK-LSD1 2HCl__A549__1000nM__24h,A549_24h_control_profile
GSK-LSD1 2HCl__A549__10000nM__24h,GSK-LSD1 2HCl,A549,10000.0,24.0,258,C1CNCCC1N[C@@H]2C[C@H]2C3=CC=CC=C3.Cl.Cl,C1CNCCC1N[C@@H]2C[C@H]2C3=CC=CC=C3.Cl.Cl,91663353,c1ccc([C@@H]2C[C@H]2NC2CCNCC2)cc1,GSK-LSD1 2HCl__A549__10000nM__24h,A549_24h_control_profile
GSK-LSD1 2HCl__K562__10nM__24h,GSK-LSD1 2HCl,K562,10.0,24.0,291,C1CNCCC1N[C@@H]2C[C@H]2C3=CC=CC=C3.Cl.Cl,C1CNCCC1N[C@@H]2C[C@H]2C3=CC=CC=C3.Cl.Cl,91663353,c1ccc([C@@H]2C[C@H]2NC2CCNCC2)cc1,GSK-LSD1 2HCl__K562__10nM__24h,K562_24h_control_profile
GSK-LSD1 2HCl__K562__100nM__24h,GSK-LSD1 2HCl,K562,100.0,24.0,211,C1CNCCC1N[C@@H]2C[C@H]2C3=CC=CC=C3.Cl.Cl,C1CNCCC1N[C@@H]2C[C@H]2C3=CC=CC=C3.Cl.Cl,91663353,c1ccc([C@@H]2C[C@H]2NC2CCNCC2)cc1,GSK-LSD1 2HCl__K562__100nM__24h,K562_24h_control_profile
GSK-LSD1 2HCl__K562__1000nM__24h,GSK-LSD1 2HCl,K562,1000.0,24.0,208,C1CNCCC1N[C@@H]2C[C@H]2C3=CC=CC=C3.Cl.Cl,C1CNCCC1N[C@@H]2C[C@H]2C3=CC=CC=C3.Cl.Cl,91663353,c1ccc([C@@H]2C[C@H]2NC2CCNCC2)cc1,GSK-LSD1 2HCl__K562__1000nM__24h,K562_24h_control_profile
GSK-LSD1 2HCl__K562__10000nM__24h,GSK-LSD1 2HCl,K562,10000.0,24.0,234,C1CNCCC1N[C@@H]2C[C@H]2C3=CC=CC=C3.Cl.Cl,C1CNCCC1N[C@@H]2C[C@H]2C3=CC=CC=C3.Cl.Cl,91663353,c1ccc([C@@H]2C[C@H]2NC2CCNCC2)cc1,GSK-LSD1 2HCl__K562__10000nM__24h,K562_24h_control_profile
GSK-LSD1 2HCl__MCF7__10nM__24h,GSK-LSD1 2HCl,MCF7,10.0,24.0,629,C1CNCCC1N[C@@H]2C[C@H]2C3=CC=CC=C3.Cl.Cl,C1CNCCC1N[C@@H]2C[C@H]2C3=CC=CC=C3.Cl.Cl,91663353,c1ccc([C@@H]2C[C@H]2NC2CCNCC2)cc1,GSK-LSD1 2HCl__MCF7__10nM__24h,MCF7_24h_control_profile
GSK-LSD1 2HCl__MCF7__100nM__24h,GSK-LSD1 2HCl,MCF7,100.0,24.0,528,C1CNCCC1N[C@@H]2C[C@H]2C3=CC=CC=C3.Cl.Cl,C1CNCCC1N[C@@H]2C[C@H]2C3=CC=CC=C3.Cl.Cl,91663353,c1ccc([C@@H]2C[C@H]2NC2CCNCC2)cc1,GSK-LSD1 2HCl__MCF7__100nM__24h,MCF7_24h_control_profile
GSK-LSD1 2HCl__MCF7__1000nM__24h,GSK-LSD1 2HCl,MCF7,1000.0,24.0,568,C1CNCCC1N[C@@H]2C[C@H]2C3=CC=CC=C3.Cl.Cl,C1CNCCC1N[C@@H]2C[C@H]2C3=CC=CC=C3.Cl.Cl,91663353,c1ccc([C@@H]2C[C@H]2NC2CCNCC2)cc1,GSK-LSD1 2HCl__MCF7__1000nM__24h,MCF7_24h_control_profile
GSK-LSD1 2HCl__MCF7__10000nM__24h,GSK-LSD1 2HCl,MCF7,10000.0,24.0,540,C1CNCCC1N[C@@H]2C[C@H]2C3=CC=CC=C3.Cl.Cl,C1CNCCC1N[C@@H]2C[C@H]2C3=CC=CC=C3.Cl.Cl,91663353,c1ccc([C@@H]2C[C@H]2NC2CCNCC2)cc1,GSK-LSD1 2HCl__MCF7__10000nM__24h,MCF7_24h_control_profile
Gandotinib (LY2784544)__A549__10nM__24h,Gandotinib (LY2784544),A549,10.0,24.0,217,CC1=CC(=NN1)NC2=NN3C(=C(N=C3C(=C2)CN4CCOCC4)C)CC5=C(C=C(C=C5)Cl)F,CC1=CC(=NN1)NC2=NN3C(=C(N=C3C(=C2)CN4CCOCC4)C)CC5=C(C=C(C=C5)Cl)F,46213929,c1ccc(Cc2cnc3c(CN4CCOCC4)cc(Nc4cc[nH]n4)nn23)cc1,Gandotinib (LY2784544)__A549__10nM__24h,A549_24h_control_profile
Gandotinib (LY2784544)__A549__100nM__24h,Gandotinib (LY2784544),A549,100.0,24.0,268,CC1=CC(=NN1)NC2=NN3C(=C(N=C3C(=C2)CN4CCOCC4)C)CC5=C(C=C(C=C5)Cl)F,CC1=CC(=NN1)NC2=NN3C(=C(N=C3C(=C2)CN4CCOCC4)C)CC5=C(C=C(C=C5)Cl)F,46213929,c1ccc(Cc2cnc3c(CN4CCOCC4)cc(Nc4cc[nH]n4)nn23)cc1,Gandotinib (LY2784544)__A549__100nM__24h,A549_24h_control_profile
Gandotinib (LY2784544)__A549__1000nM__24h,Gandotinib (LY2784544),A549,1000.0,24.0,217,CC1=CC(=NN1)NC2=NN3C(=C(N=C3C(=C2)CN4CCOCC4)C)CC5=C(C=C(C=C5)Cl)F,CC1=CC(=NN1)NC2=NN3C(=C(N=C3C(=C2)CN4CCOCC4)C)CC5=C(C=C(C=C5)Cl)F,46213929,c1ccc(Cc2cnc3c(CN4CCOCC4)cc(Nc4cc[nH]n4)nn23)cc1,Gandotinib (LY2784544)__A549__1000nM__24h,A549_24h_control_profile
Gandotinib (LY2784544)__A549__10000nM__24h,Gandotinib (LY2784544),A549,10000.0,24.0,172,CC1=CC(=NN1)NC2=NN3C(=C(N=C3C(=C2)CN4CCOCC4)C)CC5=C(C=C(C=C5)Cl)F,CC1=CC(=NN1)NC2=NN3C(=C(N=C3C(=C2)CN4CCOCC4)C)CC5=C(C=C(C=C5)Cl)F,46213929,c1ccc(Cc2cnc3c(CN4CCOCC4)cc(Nc4cc[nH]n4)nn23)cc1,Gandotinib (LY2784544)__A549__10000nM__24h,A549_24h_control_profile
Gandotinib (LY2784544)__K562__10nM__24h,Gandotinib (LY2784544),K562,10.0,24.0,220,CC1=CC(=NN1)NC2=NN3C(=C(N=C3C(=C2)CN4CCOCC4)C)CC5=C(C=C(C=C5)Cl)F,CC1=CC(=NN1)NC2=NN3C(=C(N=C3C(=C2)CN4CCOCC4)C)CC5=C(C=C(C=C5)Cl)F,46213929,c1ccc(Cc2cnc3c(CN4CCOCC4)cc(Nc4cc[nH]n4)nn23)cc1,Gandotinib (LY2784544)__K562__10nM__24h,K562_24h_control_profile
Gandotinib (LY2784544)__K562__100nM__24h,Gandotinib (LY2784544),K562,100.0,24.0,238,CC1=CC(=NN1)NC2=NN3C(=C(N=C3C(=C2)CN4CCOCC4)C)CC5=C(C=C(C=C5)Cl)F,CC1=CC(=NN1)NC2=NN3C(=C(N=C3C(=C2)CN4CCOCC4)C)CC5=C(C=C(C=C5)Cl)F,46213929,c1ccc(Cc2cnc3c(CN4CCOCC4)cc(Nc4cc[nH]n4)nn23)cc1,Gandotinib (LY2784544)__K562__100nM__24h,K562_24h_control_profile
Gandotinib (LY2784544)__K562__1000nM__24h,Gandotinib (LY2784544),K562,1000.0,24.0,238,CC1=CC(=NN1)NC2=NN3C(=C(N=C3C(=C2)CN4CCOCC4)C)CC5=C(C=C(C=C5)Cl)F,CC1=CC(=NN1)NC2=NN3C(=C(N=C3C(=C2)CN4CCOCC4)C)CC5=C(C=C(C=C5)Cl)F,46213929,c1ccc(Cc2cnc3c(CN4CCOCC4)cc(Nc4cc[nH]n4)nn23)cc1,Gandotinib (LY2784544)__K562__1000nM__24h,K562_24h_control_profile
Gandotinib (LY2784544)__K562__10000nM__24h,Gandotinib (LY2784544),K562,10000.0,24.0,202,CC1=CC(=NN1)NC2=NN3C(=C(N=C3C(=C2)CN4CCOCC4)C)CC5=C(C=C(C=C5)Cl)F,CC1=CC(=NN1)NC2=NN3C(=C(N=C3C(=C2)CN4CCOCC4)C)CC5=C(C=C(C=C5)Cl)F,46213929,c1ccc(Cc2cnc3c(CN4CCOCC4)cc(Nc4cc[nH]n4)nn23)cc1,Gandotinib (LY2784544)__K562__10000nM__24h,K562_24h_control_profile
Gandotinib (LY2784544)__MCF7__10nM__24h,Gandotinib (LY2784544),MCF7,10.0,24.0,619,CC1=CC(=NN1)NC2=NN3C(=C(N=C3C(=C2)CN4CCOCC4)C)CC5=C(C=C(C=C5)Cl)F,CC1=CC(=NN1)NC2=NN3C(=C(N=C3C(=C2)CN4CCOCC4)C)CC5=C(C=C(C=C5)Cl)F,46213929,c1ccc(Cc2cnc3c(CN4CCOCC4)cc(Nc4cc[nH]n4)nn23)cc1,Gandotinib (LY2784544)__MCF7__10nM__24h,MCF7_24h_control_profile
Gandotinib (LY2784544)__MCF7__100nM__24h,Gandotinib (LY2784544),MCF7,100.0,24.0,553,CC1=CC(=NN1)NC2=NN3C(=C(N=C3C(=C2)CN4CCOCC4)C)CC5=C(C=C(C=C5)Cl)F,CC1=CC(=NN1)NC2=NN3C(=C(N=C3C(=C2)CN4CCOCC4)C)CC5=C(C=C(C=C5)Cl)F,46213929,c1ccc(Cc2cnc3c(CN4CCOCC4)cc(Nc4cc[nH]n4)nn23)cc1,Gandotinib (LY2784544)__MCF7__100nM__24h,MCF7_24h_control_profile
Gandotinib (LY2784544)__MCF7__1000nM__24h,Gandotinib (LY2784544),MCF7,1000.0,24.0,448,CC1=CC(=NN1)NC2=NN3C(=C(N=C3C(=C2)CN4CCOCC4)C)CC5=C(C=C(C=C5)Cl)F,CC1=CC(=NN1)NC2=NN3C(=C(N=C3C(=C2)CN4CCOCC4)C)CC5=C(C=C(C=C5)Cl)F,46213929,c1ccc(Cc2cnc3c(CN4CCOCC4)cc(Nc4cc[nH]n4)nn23)cc1,Gandotinib (LY2784544)__MCF7__1000nM__24h,MCF7_24h_control_profile
Gandotinib (LY2784544)__MCF7__10000nM__24h,Gandotinib (LY2784544),MCF7,10000.0,24.0,308,CC1=CC(=NN1)NC2=NN3C(=C(N=C3C(=C2)CN4CCOCC4)C)CC5=C(C=C(C=C5)Cl)F,CC1=CC(=NN1)NC2=NN3C(=C(N=C3C(=C2)CN4CCOCC4)C)CC5=C(C=C(C=C5)Cl)F,46213929,c1ccc(Cc2cnc3c(CN4CCOCC4)cc(Nc4cc[nH]n4)nn23)cc1,Gandotinib (LY2784544)__MCF7__10000nM__24h,MCF7_24h_control_profile
Givinostat (ITF2357)__A549__10nM__24h,Givinostat (ITF2357),A549,10.0,24.0,205,CCN(CC)CC1=CC2=C(C=C1)C=C(C=C2)COC(=O)NC3=CC=C(C=C3)C(=O)NO.O.Cl,CCN(CC)CC1=CC2=C(C=C1)C=C(C=C2)COC(=O)NC3=CC=C(C=C3)C(=O)NO.O.Cl,9804991,O=C(Nc1ccccc1)OCc1ccc2ccccc2c1,Givinostat (ITF2357)__A549__10nM__24h,A549_24h_control_profile
Givinostat (ITF2357)__A549__100nM__24h,Givinostat (ITF2357),A549,100.0,24.0,213,CCN(CC)CC1=CC2=C(C=C1)C=C(C=C2)COC(=O)NC3=CC=C(C=C3)C(=O)NO.O.Cl,CCN(CC)CC1=CC2=C(C=C1)C=C(C=C2)COC(=O)NC3=CC=C(C=C3)C(=O)NO.O.Cl,9804991,O=C(Nc1ccccc1)OCc1ccc2ccccc2c1,Givinostat (ITF2357)__A549__100nM__24h,A549_24h_control_profile
Givinostat (ITF2357)__A549__1000nM__24h,Givinostat (ITF2357),A549,1000.0,24.0,219,CCN(CC)CC1=CC2=C(C=C1)C=C(C=C2)COC(=O)NC3=CC=C(C=C3)C(=O)NO.O.Cl,CCN(CC)CC1=CC2=C(C=C1)C=C(C=C2)COC(=O)NC3=CC=C(C=C3)C(=O)NO.O.Cl,9804991,O=C(Nc1ccccc1)OCc1ccc2ccccc2c1,Givinostat (ITF2357)__A549__1000nM__24h,A549_24h_control_profile
Givinostat (ITF2357)__A549__10000nM__24h,Givinostat (ITF2357),A549,10000.0,24.0,148,CCN(CC)CC1=CC2=C(C=C1)C=C(C=C2)COC(=O)NC3=CC=C(C=C3)C(=O)NO.O.Cl,CCN(CC)CC1=CC2=C(C=C1)C=C(C=C2)COC(=O)NC3=CC=C(C=C3)C(=O)NO.O.Cl,9804991,O=C(Nc1ccccc1)OCc1ccc2ccccc2c1,Givinostat (ITF2357)__A549__10000nM__24h,A549_24h_control_profile
Givinostat (ITF2357)__K562__10nM__24h,Givinostat (ITF2357),K562,10.0,24.0,256,CCN(CC)CC1=CC2=C(C=C1)C=C(C=C2)COC(=O)NC3=CC=C(C=C3)C(=O)NO.O.Cl,CCN(CC)CC1=CC2=C(C=C1)C=C(C=C2)COC(=O)NC3=CC=C(C=C3)C(=O)NO.O.Cl,9804991,O=C(Nc1ccccc1)OCc1ccc2ccccc2c1,Givinostat (ITF2357)__K562__10nM__24h,K562_24h_control_profile
Givinostat (ITF2357)__K562__100nM__24h,Givinostat (ITF2357),K562,100.0,24.0,228,CCN(CC)CC1=CC2=C(C=C1)C=C(C=C2)COC(=O)NC3=CC=C(C=C3)C(=O)NO.O.Cl,CCN(CC)CC1=CC2=C(C=C1)C=C(C=C2)COC(=O)NC3=CC=C(C=C3)C(=O)NO.O.Cl,9804991,O=C(Nc1ccccc1)OCc1ccc2ccccc2c1,Givinostat (ITF2357)__K562__100nM__24h,K562_24h_control_profile
Givinostat (ITF2357)__K562__1000nM__24h,Givinostat (ITF2357),K562,1000.0,24.0,153,CCN(CC)CC1=CC2=C(C=C1)C=C(C=C2)COC(=O)NC3=CC=C(C=C3)C(=O)NO.O.Cl,CCN(CC)CC1=CC2=C(C=C1)C=C(C=C2)COC(=O)NC3=CC=C(C=C3)C(=O)NO.O.Cl,9804991,O=C(Nc1ccccc1)OCc1ccc2ccccc2c1,Givinostat (ITF2357)__K562__1000nM__24h,K562_24h_control_profile
Givinostat (ITF2357)__K562__10000nM__24h,Givinostat (ITF2357),K562,10000.0,24.0,103,CCN(CC)CC1=CC2=C(C=C1)C=C(C=C2)COC(=O)NC3=CC=C(C=C3)C(=O)NO.O.Cl,CCN(CC)CC1=CC2=C(C=C1)C=C(C=C2)COC(=O)NC3=CC=C(C=C3)C(=O)NO.O.Cl,9804991,O=C(Nc1ccccc1)OCc1ccc2ccccc2c1,Givinostat (ITF2357)__K562__10000nM__24h,K562_24h_control_profile
Givinostat (ITF2357)__MCF7__10nM__24h,Givinostat (ITF2357),MCF7,10.0,24.0,556,CCN(CC)CC1=CC2=C(C=C1)C=C(C=C2)COC(=O)NC3=CC=C(C=C3)C(=O)NO.O.Cl,CCN(CC)CC1=CC2=C(C=C1)C=C(C=C2)COC(=O)NC3=CC=C(C=C3)C(=O)NO.O.Cl,9804991,O=C(Nc1ccccc1)OCc1ccc2ccccc2c1,Givinostat (ITF2357)__MCF7__10nM__24h,MCF7_24h_control_profile
